loc_i,loc_j,coupling force
7320203,7120302,2.378949e-05
3120301,7120302,0.00014758928
9320102,7120302,2.42735e-06
5120303,7120302,1.04143e-06
7320404,7120302,0.00010992341
2120403,7120302,4.17905e-06
8120102,7120302,6.49011e-06
1230134,7120302,0.00015469976
14320103,7120302,3.59152e-06
1230124,7120302,0.00042517638
14320104,7120302,3.11999e-06
8120204,7120302,4.948809e-05
8320303,7120302,1.221065e-05
2120102,7120302,4.401852e-05
12220101,7120302,8.714564e-05
5220303,7120302,6.69975e-06
4220201,7120302,6.8678e-07
6220103,7120302,1.061098e-05
6120201,7120302,9.117214e-05
12120202,7120302,1.065639e-05
3320101,7120302,4.427805e-05
10220202,7120302,8.36463e-06
9220202,7120302,0.00023748063
1230121,7120302,9.271798e-05
4120202,7120302,2.25453e-06
3320301,7120302,1.63442e-06
7230111,7120302,0.00038067501
12220201,7120302,8.31378e-06
7120203,7120302,0.00134189791
4220402,7120302,2.53056e-06
12120103,7120302,3.437584e-05
2320102,7120302,4.24257e-06
7220303,7120302,0.0014631843
3320205,7120302,0.00079499463
1130123,7120302,0.00014862001
6120102,7120302,0.00018841429
1230114,7120302,0.00017213687
1430115,7120302,0.00011860837
1130142,7120302,0.00015668116
2120402,7120302,2.883121e-05
12420202,7120302,6.887554e-05
7120301,7120302,0.00127562366
12320201,7120302,1.9854e-06
11320103,7120302,3.19641e-06
1230133,7120302,0.00031655764
1320102,7120302,0.00039985659
1130141,7120302,0.00012713406
6120203,7120302,8.54397e-05
11120203,7120302,9.0829e-07
1230113,7120302,0.00013509081
3220205,7120302,0.00010608079
1130133,7120302,6.56474e-05
9220301,7120302,8.1184e-06
9220104,7120302,9.402771e-05
4120203,7120302,5.48454e-06
1230127,7120302,0.00062414619
1320101,7120302,0.01382791349
1430113,7120302,8.62452e-05
11120201,7120302,1.56812e-06
14220201,7120302,1.81712e-05
1230111,7120302,0.00012838439
7320401,7120302,0.000162448
8220103,7120302,5.09562e-06
4220202,7120302,1.030217e-05
6220205,7120302,3.651164e-05
5220203,7120302,4.03744e-06
12120201,7120302,7.47097e-06
12320103,7120302,3.973367e-05
5220102,7120302,1.899222e-05
8120103,7120302,6.68928e-06
8320101,7120302,1.835924e-05
4120201,7120302,9.41931e-06
7120303,7120302,0.01250894161
6120103,7120302,3.580738e-05
12120204,7120302,1.525737e-05
9220103,7120302,6.203379e-05
5320102,7120302,1.449738e-05
5120301,7120302,2.58885e-06
1130134,7120302,6.442859e-05
9120402,7120302,0.00049914302
9120204,7120302,0.00016807678
1130112,7120302,0.00014269423
7230122,7120302,0.0007177519
6120301,7120302,0.00058543527
13120102,7120302,2.339277e-05
1230126,7120302,0.00014405595
1430112,7120302,8.342433e-05
9120102,7120302,0.00036592775
5320401,7120302,7.54318e-06
4220103,7120302,8.43e-07
5120202,7120302,1.084497e-05
10220304,7120302,5.5261e-06
8320203,7120302,6.63422e-06
5220301,7120302,7.6736e-06
8320403,7120302,4.628376e-05
7120201,7120302,0.00033459114
7320405,7120302,0.00059941852
1330112,7120302,0.00161069529
14220203,7120302,8.37001e-06
1320103,7120302,0.00017506625
1230131,7120302,0.00039310345
10220104,7120302,4.182329e-05
7230121,7120302,0.00028994712
2320103,7120302,0.00030414588
6220102,7120302,8.209853e-05
6320204,7120302,7.01479e-06
7120302,7120302,0.85370300072
4120102,7120302,1.54241e-06
