loc_i,loc_j,coupling force
12220101,9120201,3.29641e-06
7320203,9120201,2.71675e-06
3120301,9120201,4.78483e-06
9320102,9120201,2.44684e-06
7320404,9120201,3.69237e-06
12220201,9120201,2.80405e-06
1230114,9120201,6.72029e-06
8320403,9120201,1.7839e-06
9120102,9120201,8.68968e-05
7120302,9120201,9.616996e-05
6220103,9120201,1.98688e-06
6120201,9120201,1.705226e-05
12120202,9120201,2.57296e-06
1330112,9120201,1.535453e-05
9220104,9120201,0.00303621774
6220302,9120201,3.55925e-06
9220202,9120201,0.00840548082
5220102,9120201,7.6568e-07
7230111,9120201,3.90065e-06
7220203,9120201,2.31595e-06
8120105,9120201,2.64308e-06
12120103,9120201,1.23947e-06
3320205,9120201,3.08439e-06
1130124,9120201,6.23139e-06
1130123,9120201,4.25506e-06
6120102,9120201,2.872142e-05
1430115,9120201,8.01085e-06
1230125,9120201,4.5354e-06
1130142,9120201,6.61169e-06
2120402,9120201,3.309805e-05
4120201,9120201,1.73707e-06
7120301,9120201,0.00013175314
1230133,9120201,9.67958e-06
1320102,9120201,6.14291e-06
6120203,9120201,6.94252e-06
8220404,9120201,1.05917e-06
1230124,9120201,7.9512e-06
14320301,9120201,5.24101e-06
9220301,9120201,4.5865e-06
4120203,9120201,1.2353e-07
3320101,9120201,9.23497e-06
9120303,9120201,4.87322e-05
2220202,9120201,3.17469e-06
9120401,9120201,0.00014572303
1230122,9120201,3.78999e-06
9320203,9120201,5.351079e-05
7320401,9120201,2.36572e-06
6120103,9120201,5.86663e-06
1130134,9120201,2.25413e-06
9120402,9120201,0.00045129688
6220102,9120201,1.34228e-06
8220102,9120201,1.72091e-06
7230122,9120201,6.28213e-06
6120301,9120201,6.577385e-05
8320303,9120201,9.0755e-07
5220301,9120201,9.07762e-06
1130121,9120201,1.86138e-06
1430112,9120201,3.03152e-06
1230121,9120201,2.48264e-06
1130113,9120201,1.290471e-05
10220304,9120201,1.53432e-06
8320301,9120201,8.57133e-06
7320405,9120201,6.42339e-06
1130133,9120201,6.50135e-06
1130125,9120201,1.6964e-06
1230134,9120201,5.7776e-06
1230131,9120201,1.064558e-05
6320102,9120201,5.10355e-06
1130115,9120201,1.409392e-05
6320204,9120201,7.46374e-06
7220202,9120201,2.29648e-06
8120204,9120201,1.98076e-06
3120303,9120201,7.25421e-06
3120302,9120201,2.42055e-05
6120302,9120201,7.95978e-06
