loc_i,loc_j,coupling force
7320203,7120302,1.59762e-05
3120301,7120302,8.301525e-05
9320102,7120302,6.69024e-06
7320404,7120302,4.523097e-05
12220201,7120302,6.20644e-06
1230114,7120302,8.34902e-05
14320103,7120302,2.38842e-06
14320104,7120302,3.33753e-06
8120204,7120302,2.491829e-05
9120102,7120302,0.00023593368
5220303,7120302,3.08266e-06
6220103,7120302,7.51275e-06
12120202,7120302,2.792521e-05
8220301,7120302,3.6784e-06
14220203,7120302,1.269007e-05
4120202,7120302,7.0218e-07
1430111,7120302,9.933054e-05
1430112,7120302,4.65829e-05
12220204,7120302,9.80085e-06
7120101,7120302,0.00014884138
10220102,7120302,9.27523e-06
7230111,7120302,0.00026968391
8120105,7120302,2.07837e-06
3320301,7120302,1.75962e-06
12120103,7120302,2.712977e-05
2120304,7120302,5.67708e-06
2320102,7120302,6.91604e-06
6220101,7120302,1.493554e-05
3320205,7120302,5.47924e-06
8120205,7120302,1.477913e-05
1130124,7120302,0.00013974015
6120102,7120302,7.997185e-05
6320201,7120302,1.112743e-05
1430115,7120302,3.267867e-05
1230125,7120302,4.895446e-05
1130142,7120302,0.00011592848
4120201,7120302,8.2662e-06
7120301,7120302,0.00091534983
1230133,7120302,0.00017933399
1320102,7120302,0.00029225587
6120203,7120302,5.29596e-05
3320203,7120302,1.554303e-05
1230124,7120302,0.00028772796
1230113,7120302,5.513095e-05
1130133,7120302,4.457528e-05
9220104,7120302,5.418648e-05
4120203,7120302,2.70071e-06
3320101,7120302,3.062975e-05
2120103,7120302,2.11811e-06
9120303,7120302,2.445898e-05
1430113,7120302,3.305434e-05
2220202,7120302,8.66699e-06
8220103,7120302,2.30336e-06
9120401,7120302,0.00022997103
1230111,7120302,6.052221e-05
12420201,7120302,8.23988e-06
1130144,7120302,3.45707e-05
4220202,7120302,5.38653e-06
11120103,7120302,5.0859e-07
7120302,7120302,0.86189641752
12320103,7120302,3.126712e-05
8320101,7120302,1.66369e-06
