loc_i,loc_j,coupling force
2120403,12220101,1.56841e-06
7320203,12220101,2.26834e-06
3120301,12220101,2.07631e-05
9320102,12220101,0.0008922075
7320404,12220101,2.11349e-06
6220101,12220101,0.00012371797
1230114,12220101,1.83772e-06
14320103,12220101,0.00035257309
7320202,12220101,8.02958e-06
9120102,12220101,4.816865e-05
5220303,12220101,1.329335e-05
6220103,12220101,8.43976e-06
6120201,12220101,0.00161979338
12120202,12220101,0.00353246023
1130141,12220101,1.1421e-06
8220304,12220101,5.45719e-06
6220302,12220101,1.003103e-05
5220102,12220101,3.882371e-05
7230111,12220101,3.66382e-06
12220201,12220101,0.00286502733
7220203,12220101,1.85977e-05
3120303,12220101,2.179565e-05
1230124,12220101,5.70201e-06
3320301,12220101,1.33971e-05
12120103,12220101,0.00390515007
10220302,12220101,7.24713e-06
3320205,12220101,2.287703e-05
6120102,12220101,0.00022090696
1230134,12220101,2.06816e-06
1430115,12220101,4.8023e-07
1130142,12220101,2.8359e-06
8220404,12220101,1.61428e-06
4120201,12220101,5.27163e-06
7120301,12220101,1.302246e-05
10220103,12220101,6.05412e-06
1230133,12220101,7.35319e-06
8320101,12220101,2.29663e-06
12320202,12220101,1.059423e-05
1130113,12220101,2.63733e-06
8320304,12220101,8.9428e-06
6120203,12220101,0.0003508199
8120204,12220101,5.0909e-07
5320101,12220101,2.896804e-05
9220301,12220101,2.507533e-05
9220104,12220101,3.72811e-06
4120203,12220101,3.4819e-07
1230127,12220101,6.47053e-06
8120104,12220101,2.68379e-06
1230111,12220101,1.66326e-06
7320401,12220101,1.57758e-05
4220202,12220101,8.874e-07
3320101,12220101,4.670395e-05
5220203,12220101,7.37996e-06
12120201,12220101,0.00017213864
1130143,12220101,1.4641e-06
1230121,12220101,1.97734e-06
6120103,12220101,9.354708e-05
9120302,12220101,2.575217e-05
8120107,12220101,1.494299e-05
5120301,12220101,4.19966e-06
1130134,12220101,5.624e-07
9120402,12220101,8.434793e-05
10320302,12220101,1.05509e-05
9120204,12220101,3.74187e-06
10220301,12220101,4.06135e-06
7230122,12220101,3.73374e-06
6120301,12220101,0.00031510203
8220403,12220101,2.586296e-05
13120102,12220101,2.216678e-05
8220102,12220101,2.7352e-05
5320401,12220101,3.763332e-05
1130121,12220101,8.0043e-07
5120202,12220101,3.192101e-05
1430112,12220101,1.40817e-06
10220304,12220101,5.59063e-06
5220301,12220101,8.768161e-05
1230131,12220101,3.53928e-06
6220206,12220101,0.00038388441
13220101,12220101,7.95387e-06
7120201,12220101,4.20263e-06
8220104,12220101,4.61231e-06
1330112,12220101,7.54184e-06
14220203,12220101,9.4753e-07
1130133,12220101,1.20289e-06
1320103,12220101,1.28513e-06
10220104,12220101,3.997057e-05
10120301,12220101,5.5708e-07
14120302,12220101,1.60816e-05
1230113,12220101,1.50173e-06
7220202,12220101,3.06766e-06
11320102,12220101,3.88858e-06
9220103,12220101,0.00013548937
8120105,12220101,2.62198e-06
1130115,12220101,1.60899e-06
5120303,12220101,3.0549e-06
6320204,12220101,0.00305093396
14120105,12220101,5.30997e-06
8120305,12220101,1.02851e-06
