loc_i,loc_j,coupling force
9120201,6120103,1.08197e-06
3120301,6120103,2.60828e-06
6120201,6120103,0.00031092303
2120403,6120103,1.33097e-06
1230114,6120103,8.0599e-07
14320103,6120103,5.76841e-06
12220101,6120103,1.519878e-05
6220103,6120103,2.07629e-06
9320102,6120103,2.89038e-06
12120202,6120103,2.85798e-06
14220203,6120103,1.30726e-06
1430112,6120103,3.0642e-07
5220102,6120103,8.924e-08
7230111,6120103,2.7986e-07
12220201,6120103,6.92142e-06
7120203,6120103,1.512478e-05
12120103,6120103,2.5235e-06
7220303,6120103,5.9121e-07
1130123,6120103,1.30714e-06
6120102,6120103,0.01892942721
1230134,6120103,1.50596e-06
8220404,6120103,5.191e-07
1430115,6120103,2.854e-07
1130142,6120103,6.0249e-07
2120402,6120103,9.0724e-07
12420202,6120103,3.16386e-06
7120301,6120103,1.72323e-06
1230133,6120103,4.339e-07
1320102,6120103,8.0537e-07
1130113,6120103,1.32756e-06
6120203,6120103,0.00044845423
1230124,6120103,1.22976e-06
1230113,6120103,6.8047e-07
1130122,6120103,1.08824e-06
3220205,6120103,5.35538e-06
9220301,6120103,0.00226253823
9220104,6120103,3.197759e-05
9220304,6120103,5.981966e-05
1430113,6120103,5.2457e-07
8220103,6120103,1.64088e-06
8320103,6120103,1.61529e-06
1230111,6120103,1.28879e-06
3320101,6120103,4.51571e-06
12320103,6120103,1.58739e-06
1130143,6120103,1.47223e-06
1230121,6120103,5.4226e-07
4120201,6120103,2.6965e-07
7120303,6120103,1.76551e-06
6120103,6120103,0.87011009277
9120302,6120103,7.6401e-07
1130141,6120103,3.7686e-07
5120301,6120103,4.4874e-07
1130134,6120103,1.9406e-07
9120402,6120103,1.340797e-05
9120204,6120103,2.96284e-06
7230122,6120103,3.6223e-07
1230126,6120103,2.2603e-07
9120102,6120103,2.505696e-05
1130121,6120103,7.4836e-07
7320401,6120103,8.56e-08
10220304,6120103,5.6657e-07
7120302,6120103,4.96595e-06
9320202,6120103,6.27584e-06
1320103,6120103,1.00951e-06
1230131,6120103,2.9305e-07
1130115,6120103,5.9014e-07
6320103,6120103,3.115847e-05
9220103,6120103,0.01807513415
3120303,6120103,1.15011e-06
7220203,6120103,6.7761e-07
9220303,6120103,0.00197425599
7220302,6120103,6.8329e-07
8220203,6120103,3.4934e-07
1320101,6120103,1.9414e-06
6220101,6120103,1.121764e-05
3320205,6120103,6.4309e-07
12220204,6120103,2.738432e-05
7230121,6120103,1.1889e-07
1130133,6120103,4.9957e-07
1230132,6120103,1.87958e-06
1230123,6120103,7.0989e-07
9220202,6120103,7.9811e-07
12420201,6120103,1.52959e-05
1130132,6120103,2.2932e-07
1130124,6120103,7.2483e-07
7320101,6120103,2.6037e-07
1130112,6120103,5.1416e-07
1230127,6120103,2.20299e-06
12320301,6120103,2.30361e-06
8320302,6120103,3.43236e-06
7120201,6120103,2.3807e-06
9220302,6120103,0.0001531392
7120202,6120103,2.015625e-05
1230135,6120103,1.23824e-06
1430111,6120103,1.06579e-06
4320103,6120103,9.5685e-07
3220201,6120103,3.32942e-06
6120301,6120103,6.896548e-05
1230125,6120103,5.6509e-07
3320201,6120103,8.13935e-06
1330112,6120103,1.04673e-06
6120202,6120103,6.018127e-05
1130126,6120103,2.68e-07
9220105,6120103,0.04858834635
6320104,6120103,3.42677e-05
6220102,6120103,1.829115e-05
6220302,6120103,0.0118367804
6220304,6120103,0.01794226122
12420104,6120103,6.53394e-06
6220204,6120103,7.958393e-05
1130125,6120103,1.8067e-07
12220102,6120103,5.10121e-06
1130144,6120103,1.51139e-06
9120301,6120103,2.53949e-06
9320203,6120103,3.93102e-06
7120102,6120103,1.35763e-06
8320303,6120103,3.3694e-07
6220206,6120103,1.104871e-05
4320101,6120103,1.1167e-07
1230122,6120103,5.6044e-07
1130114,6120103,5.4022e-07
1130131,6120103,1.3489e-07
12320201,6120103,2.86951e-06
3220203,6120103,9.7962e-07
1330113,6120103,7.396e-07
9220203,6120103,7.62346e-06
6120303,6120103,4.503679e-05
6120302,6120103,6.61479e-06
3220204,6120103,3.330037e-05
8220104,6120103,1.50882e-06
14120302,6120103,3.42201e-06
1430114,6120103,3.8293e-07
14220101,6120103,9.5603e-07
10120301,6120103,1.0132e-07
12320101,6120103,2.16552e-06
3220103,6120103,5.74544e-06
6220202,6120103,0.00011386746
6220203,6120103,1.265765e-05
8120204,6120103,7.2647e-07
6320101,6120103,0.00055120797
2320103,6120103,8.381e-08
6220301,6120103,3.246679e-05
6320203,6120103,2.214638e-05
3220202,6120103,1.597955e-05
9320201,6120103,1.527378e-05
4320102,6120103,8.7722e-07
2120304,6120103,2.958e-07
6320201,6120103,6.08148e-06
1330111,6120103,2.126e-07
9220101,6120103,0.00087031461
1230112,6120103,6.5196e-07
14120103,6120103,1.89157e-06
9120403,6120103,3.375262e-05
8220402,6120103,1.581709e-05
9120401,6120103,2.07051e-06
6220303,6120103,0.0005542446
9220201,6120103,1.468813e-05
9120104,6120103,1.57744e-06
6220205,6120103,1.308588e-05
9120201,5220301,3.6066e-07
3120301,5220301,1.30414e-06
6120201,5220301,1.25891e-06
1230114,5220301,1.5352e-07
12220101,5220301,1.044916e-05
9320102,5220301,2.89038e-06
12120202,5220301,2.85798e-06
1430112,5220301,6.128e-08
5220102,5220301,0.00020641135
7230111,5220301,5.597e-08
7120203,5220301,2.41996e-06
12120103,5220301,5.29934e-06
7220303,5220301,2.956e-07
1130123,5220301,1.0457e-07
1230134,5220301,3.0119e-07
1130142,5220301,1.20498e-06
2120402,5220301,4.5362e-07
12420202,5220301,4.271213e-05
7120301,5220301,7.8329e-07
1230133,5220301,1.0847e-07
1130113,5220301,6.6378e-07
1230124,5220301,9.46e-08
1130122,5220301,4.947e-08
1230111,5220301,8.055e-08
12320103,5220301,1.587387e-05
1130143,5220301,8.789e-08
1230121,5220301,1.0845e-07
7120303,5220301,5.885e-07
1130141,5220301,2.0727e-07
5120301,5220301,3.58988e-06
1130134,5220301,9.703e-08
9120402,5220301,1.58589e-06
7230122,5220301,4.025e-08
1230126,5220301,2.2603e-07
7320401,5220301,8.56e-08
10220304,5220301,3.966e-06
7120302,5220301,2.61366e-06
9320202,5220301,1.25517e-06
1230131,5220301,1.9536e-07
1130115,5220301,1.1803e-07
3120303,5220301,2.8753e-07
7220203,5220301,6.7761e-07
1320101,5220301,1.03137e-06
3320205,5220301,5.846e-08
12220204,5220301,3.42304e-06
7230121,5220301,1.7833e-07
1230132,5220301,3.4174e-07
1130132,5220301,2.2932e-07
1130124,5220301,1.3806e-07
1130112,5220301,7.345e-08
1230127,5220301,1.00136e-06
7120201,5220301,1.0351e-07
7120202,5220301,7.11397e-06
1230135,5220301,6.1912e-07
1430111,5220301,1.0314e-07
6120301,5220301,2.89771e-06
1230125,5220301,8.073e-08
1330112,5220301,7.6761e-07
6220304,5220301,1.2368e-06
1130125,5220301,1.2044e-07
9120301,5220301,2.53949e-06
7120102,5220301,1.35763e-06
4320101,5220301,2.792e-08
1130114,5220301,4.911e-08
3220203,5220301,4.8981e-07
1330113,5220301,4.4376e-07
6120303,5220301,7.11107e-06
3220204,5220301,2.56157e-06
1430114,5220301,7.659e-08
10120301,5220301,4.0529e-07
12320101,5220301,1.515864e-05
6220202,5220301,1.99767e-06
6320101,5220301,1.124914e-05
2320103,5220301,2.0952e-07
6320203,5220301,2.46071e-06
9320201,5220301,5.09126e-06
2120304,5220301,1.479e-07
6320201,5220301,6.7572e-07
1330111,5220301,2.126e-07
1230112,5220301,6.52e-08
9120403,5220301,9.6436e-06
9120104,5220301,3.9436e-06
5120303,5220301,3.3896e-07
5220303,5220301,0.00039871722
5320202,5220301,6.12342e-06
9120303,5220301,2.1983e-06
5420202,5220301,2.493683e-05
5320102,5220301,0.00012008486
5120202,5220301,2.97322e-06
5220301,5220301,0.90692035357
10220104,5220301,6.486416e-05
8320402,5220301,2.07176e-06
13120101,5220301,0.00023559461
5220302,5220301,0.00238567404
10220103,5220301,4.89636e-06
11120203,5220301,1.5501e-07
5420104,5220301,4.682638e-05
5320103,5220301,5.75821e-06
5120302,5220301,2.90712e-06
13320101,5220301,7.00894e-06
10220303,5220301,2.108948e-05
10120204,5220301,9.68526e-06
5420204,5220301,3.70182e-06
5220101,5220301,5.244333e-05
7220201,5220301,3.8331e-07
10220302,5220301,5.50402e-06
5420203,5220301,0.00015812693
7220301,5220301,4.1039e-07
8220302,5220301,1.91303e-06
10120104,5220301,1.72939e-06
13320102,5220301,0.00018203109
5320304,5220301,0.00035895902
13120102,5220301,0.00432141227
5320303,5220301,8.900878e-05
5320302,5220301,0.00081259523
1130111,5220301,2.17815e-06
13320203,5220301,9.661091e-05
5120201,5220301,6.829402e-05
13320202,5220301,1.951523e-05
10220101,5220301,1.475906e-05
5320101,5220301,7.2349e-06
10120201,5220301,3.50091e-06
13120202,5220301,7.857517e-05
10220102,5220301,8.51604e-06
5320201,5220301,1.324267e-05
13220201,5220301,5.05896e-06
13320201,5220301,1.721289e-05
13120103,5220301,1.600768e-05
5320301,5220301,1.730149e-05
9120201,7120201,0.01429500894
3120301,7120201,4.173242e-05
6120201,7120201,2.311823e-05
2120403,7120201,6.65487e-06
1230114,7120201,1.68106e-05
12220101,7120201,3.514718e-05
6220103,7120201,3.529695e-05
9320102,7120201,3.17942e-05
12120202,7120201,2.429283e-05
14220203,7120201,5.88268e-06
1430112,7120201,8.64103e-06
5220102,7120201,5.35438e-06
7230111,7120201,3.755691e-05
12220201,7120201,2.768568e-05
7120203,7120201,0.00376848928
12120103,7120201,1.160808e-05
7220303,7120201,2.69e-05
1130123,7120201,2.101889e-05
6120102,7120201,7.15282e-05
1230134,7120201,4.668478e-05
8220404,7120201,6.22922e-06
1430115,7120201,9.98896e-06
1130142,7120201,1.927968e-05
2120402,7120201,0.00010660067
12420202,7120201,2.847475e-05
7120301,7120201,0.00275961537
1230133,7120201,2.673897e-05
1320102,7120201,2.237135e-05
1130113,7120201,3.732982e-05
6120203,7120201,3.435364e-05
1230124,7120201,4.701455e-05
1230113,7120201,1.122772e-05
1130122,7120201,1.1476e-05
3220205,7120201,4.284307e-05
9220301,7120201,3.2588e-05
9220104,7120201,6.649307e-05
9220304,7120201,7.715869e-05
1430113,7120201,1.062262e-05
8220103,7120201,3.28176e-06
8320103,7120201,4.84586e-06
1230111,7120201,1.280736e-05
3320101,7120201,5.418855e-05
12320103,7120201,1.428649e-05
1130143,7120201,1.173392e-05
1230121,7120201,7.26634e-06
4120201,7120201,6.4716e-06
7120303,7120201,0.0003426065
6120103,7120201,6.112384e-05
9120302,7120201,9.015266e-05
1130141,7120201,1.692112e-05
1130134,7120201,1.319633e-05
9120402,7120201,0.00017271767
9120204,7120201,0.01121929877
7230122,7120201,5.529975e-05
1230126,7120201,3.14184e-05
9120102,7120201,0.00012142987
1130121,7120201,1.300275e-05
7320401,7120201,3.903434e-05
10220304,7120201,8.49857e-06
7120302,7120201,0.00053240245
9320202,7120201,1.380685e-05
1320103,7120201,1.589976e-05
1230131,7120201,3.321192e-05
1130115,7120201,0.00041030758
9220103,7120201,2.640974e-05
3120303,7120201,3.306577e-05
7220203,7120201,4.60778e-05
9220303,7120201,2.163748e-05
7220302,7120201,2.869825e-05
8220203,7120201,6.28808e-06
1320101,7120201,0.0001544023
6220101,7120201,1.282016e-05
3320205,7120201,3.040046e-05
12220204,7120201,4.107648e-05
7230121,7120201,2.15187e-05
1130133,7120201,8.74244e-06
1230132,7120201,3.3149e-05
1230123,7120201,1.320401e-05
9220202,7120201,0.0028955526
12420201,7120201,7.64795e-06
1130132,7120201,1.077799e-05
1130124,7120201,2.41609e-05
7320101,7120201,0.00013330931
1130112,7120201,1.562076e-05
1230127,7120201,6.468765e-05
8320302,7120201,1.372943e-05
7120201,7120201,0.97127472819
9220302,7120201,4.727787e-05
7120202,7120201,0.00823441952
