,loc_i,loc_j,coupling
0,7320203,7120302,0.0001503208
1,3120301,7120302,0.0008918153
2,9320102,7120302,0.0006106597
3,5120303,7120302,9.92008e-05
4,7320404,7120302,0.0004689782
5,2120403,7120302,0.0001801522
6,8120102,7120302,0.0001843901
7,1230134,7120302,0.0015759666
8,14320103,7120302,0.0001795057
9,1230124,7120302,0.0015818774
10,14320104,7120302,0.0007855623
11,8120204,7120302,0.0004341967
12,8320303,7120302,0.0003860656
13,2120102,7120302,0.0001198868
14,11320101,7120302,6.3226e-06
15,12220101,7120302,0.0006828694
16,5220303,7120302,2.45034e-05
17,4220201,7120302,7.6739e-05
18,6220103,7120302,0.0005517415
19,6120201,7120302,0.0008360451
20,12120202,7120302,0.0003207379
21,3320101,7120302,0.0001144788
22,10120101,7120302,2.66234e-05
23,8220304,7120302,6.717e-06
24,10220202,7120302,0.0014515768
25,9220202,7120302,0.0098895622
26,1230121,7120302,0.0011781103
27,4120202,7120302,9.52685e-05
28,3320301,7120302,0.0001038541
29,7230111,7120302,0.0036303587
30,12220201,7120302,0.0003415583
31,8120105,7120302,5.33331e-05
32,7120203,7120302,0.006301446
33,4220402,7120302,0.0002769621
34,12120103,7120302,0.0005785298
35,2320102,7120302,0.0004137694
36,7220303,7120302,0.0059103372
37,3320205,7120302,0.0004675186
38,8120205,7120302,0.000206035
39,1130123,7120302,0.00115192
40,6120102,7120302,0.0024067817
41,1230114,7120302,0.0022628699
42,1430115,7120302,0.0017987688
43,1130142,7120302,0.0013647467
44,2120402,7120302,0.0004894437
45,12420202,7120302,0.0004630832
46,10120203,7120302,7.20479e-05
47,7120301,7120302,0.006750451
48,12320201,7120302,4.73684e-05
49,11320103,7120302,0.0002429135
50,1230133,7120302,0.0023560435
51,12420101,7120302,3.35201e-05
52,1320102,7120302,0.0024615872
53,1130141,7120302,0.001993584
54,8320304,7120302,0.000126961
55,6120203,7120302,0.0008624773
56,3320203,7120302,0.0001099088
57,11120203,7120302,0.0001050863
58,1230113,7120302,0.0021471985
59,8220202,7120302,2.15255e-05
60,3220205,7120302,6.12595e-05
61,1130133,7120302,0.0009509268
62,9220301,7120302,0.0001465302
63,9220104,7120302,0.0016440884
64,4120203,7120302,0.0002926368
65,8120107,7120302,1.1462e-05
66,1230127,7120302,0.0025244595
67,1320101,7120302,0.0133793188
68,10220303,7120302,5.4186e-06
69,1430113,7120302,0.001684929
70,11120201,7120302,8.12133e-05
71,14220201,7120302,0.0006734313
72,1230111,7120302,0.0018363035
73,7320401,7120302,0.0020005868
74,8220103,7120302,0.0001553605
75,4220202,7120302,0.0002883381
76,6220205,7120302,0.0006970653
77,11120103,7120302,1.94302e-05
78,8220303,7120302,4.87433e-05
79,5220203,7120302,0.0004875624
80,12120201,7120302,0.0003852693
81,12320103,7120302,0.000521188
82,5220102,7120302,0.0003975895
83,8220405,7120302,0.0001421178
84,8120103,7120302,3.64014e-05
85,8320101,7120302,9.32789e-05
86,4120201,7120302,0.0004197155
87,7120303,7120302,0.0150161306
88,6120103,7120302,0.0004201534
89,12120204,7120302,0.0003786103
90,9220103,7120302,0.0005211948
91,5320102,7120302,2.34516e-05
92,5120301,7120302,7.77527e-05
93,1130134,7120302,0.0016191787
94,9120402,7120302,0.0022881479
95,9120204,7120302,0.0011392794
96,8220102,7120302,0.0001868353
97,1130112,7120302,0.0017051876
98,7230122,7120302,0.0047730175
99,6120301,7120302,0.0016765681
100,13120102,7120302,0.0003242565
101,1230126,7120302,0.0019035235
102,1430112,7120302,0.0013643508
103,9120102,7120302,0.0004925664
104,5320401,7120302,5.27079e-05
105,4220103,7120302,2.08309e-05
106,5120202,7120302,0.0001289866
107,10220304,7120302,0.0001918748
108,8320203,7120302,6.96459e-05
109,5220301,7120302,0.0018395907
110,8320403,7120302,7.39205e-05
111,7120201,7120302,0.0045232318
112,7320405,7120302,0.0099710858
113,1330112,7120302,0.0037980981
114,14220203,7120302,0.0001664644
115,1320103,7120302,0.001837215
116,1230131,7120302,0.0019055843
117,10220104,7120302,0.000265254
118,7230121,7120302,0.0020179775
119,2320103,7120302,0.0005599959
120,6220102,7120302,0.0007693872
121,6320204,7120302,0.0010803834
122,7120302,7120302,0.6967441738
123,4120102,7120302,6.61446e-05
124,11220101,7120302,3.25465e-05
125,7220201,7120302,0.0012576741
126,3120303,7120302,0.001854136
127,3120302,7120302,0.0017443138
128,1130115,7120302,0.0016791839
129,4320103,7120302,7.25761e-05
130,14120105,7120302,0.00045584
131,9220303,7120302,0.0005956498
132,1130143,7120302,0.0016611999
133,14120102,7120302,0.0006208367
134,8320402,7120302,0.0010133141
135,7220302,7120302,0.0068507278
136,1230112,7120302,0.0013862866
137,13120101,7120302,0.000243985
138,5220302,7120302,0.0007939254
139,7320103,7120302,0.0019885062
140,6220101,7120302,0.0002531916
141,14220301,7120302,0.0002460337
142,9220304,7120302,0.0009534995
143,10220103,7120302,0.0001363868
144,5420202,7120302,9.56142e-05
145,12320302,7120302,0.000184692
146,2120103,7120302,0.0001743907
147,1130114,7120302,0.0020965182
148,1130144,7120302,0.0009563066
149,8120101,7120302,0.0003308197
150,14320102,7120302,0.0003715974
151,10320101,7120302,3.42849e-05
152,7320403,7120302,0.000571253
153,3220201,7120302,0.0001867714
154,1130121,7120302,0.0020887879
155,8220101,7120302,7.76957e-05
156,4220301,7120302,6.1626e-05
157,8120104,7120302,0.0005160158
158,2120303,7120302,0.0004032884
159,1230122,7120302,0.0019212976
160,1230132,7120302,0.0018435926
161,1230123,7120302,0.0014771838
162,6320102,7120302,0.0002727875
163,3120204,7120302,0.0017516256
164,12220202,7120302,0.0002720406
165,12420201,7120302,0.0008149295
166,10320204,7120302,7.6788e-06
167,5420104,7120302,0.0005426496
168,3220203,7120302,0.0006570085
169,1130124,7120302,0.0017019542
170,3220204,7120302,0.0010992451
171,2220101,7120302,0.0003605953
172,7320101,7120302,0.0004387961
173,11220102,7120302,2.0853e-05
174,12120203,7120302,0.0007255841
175,8220203,7120302,0.0001268301
176,10120103,7120302,0.0002234667
177,9120202,7120302,0.0070047173
178,6220302,7120302,0.0005985642
179,12420102,7120302,7.43686e-05
180,1130132,7120302,0.0010634266
181,5120302,7120302,2.79707e-05
182,4220401,7120302,6.51167e-05
183,3120103,7120302,0.0001657082
184,12420104,7120302,0.0008294672
185,6220301,7120302,0.0003245699
186,6120302,7120302,0.0010475463
187,13320101,7120302,2.88517e-05
188,4220102,7120302,0.0001055634
189,11320102,7120302,7.84642e-05
190,9220302,7120302,0.0006039082
191,14120201,7120302,0.0001041276
192,7120202,7120302,0.003558086
193,7320201,7120302,0.0003368149
194,1230135,7120302,0.0027165656
195,5120103,7120302,2.49324e-05
196,8320104,7120302,0.0003868081
197,9320101,7120302,0.0006420958
198,8220404,7120302,8.54789e-05
199,8320302,7120302,0.0001572393
200,1130113,7120302,0.0015873109
201,1430114,7120302,0.0026564633
202,1430111,7120302,0.0011079869
203,14120101,7120302,0.0002874006
204,2120401,7120302,0.0001088847
205,7320402,7120302,0.0094222209
206,6220203,7120302,0.000151936
207,1230125,7120302,0.0014105857
208,7320102,7120302,0.0004868782
209,5320101,7120302,0.0003708671
210,14220303,7120302,0.000890907
211,8220201,7120302,3.51465e-05
212,14320201,7120302,5.68683e-05
213,3320201,7120302,0.001690734
214,14320302,7120302,7.35742e-05
215,5420204,7120302,0.0001872101
216,9120203,7120302,0.0098100851
217,12320301,7120302,2.36403e-05
218,6120202,7120302,0.0001315282
219,12120102,7120302,0.0002890811
220,1130126,7120302,0.0015768482
221,6320104,7120302,0.0010213155
222,8220301,7120302,4.94978e-05
223,10220301,7120302,0.0003247823
224,2120104,7120302,0.0001626215
225,14120203,7120302,8.58197e-05
226,12220203,7120302,0.0001714936
227,6220304,7120302,0.0004664925
228,12320101,7120302,0.0001917412
229,7220101,7120302,0.0072710679
230,9120302,7120302,0.0020097011
231,5320202,7120302,0.0003394151
232,3220103,7120302,0.0002015015
233,10220302,7120302,0.0003859886
234,3220105,7120302,0.0006037031
235,9120103,7120302,0.0008436778
236,9120303,7120302,0.0006855856
237,7220301,7120302,0.0010302391
238,10120104,7120302,0.0002144124
239,6220204,7120302,0.0006366893
240,1130125,7120302,0.0013347982
241,3120203,7120302,0.0005232411
242,4320101,7120302,0.0004539716
243,9120301,7120302,0.0018592266
244,9120201,7120302,0.0028832811
245,8220403,7120302,0.000502299
246,12220102,7120302,0.0014204882
247,8120304,7120302,0.0002429008
248,6320101,7120302,0.0013575992
249,13220101,7120302,0.0001085577
250,7320302,7120302,6.57105e-05
251,3220202,7120302,0.0003206596
252,10220101,7120302,0.0002699774
