,loc_i,loc_j,coupling
0,7320203,7120302,0.0001646162
1,3120301,7120302,0.0006140445
2,9320102,7120302,0.0001706321
3,7320404,7120302,0.0005456124
4,2120204,7120302,0.0001427226
5,1230114,7120302,0.000854258
6,14320103,7120302,0.0005089404
7,14320104,7120302,0.0003109202
8,8120204,7120302,0.000554694
9,2120102,7120302,0.0003451143
10,11320101,7120302,3.53188e-05
11,5220303,7120302,0.0001239433
12,8220202,7120302,1.08957e-05
13,6220103,7120302,0.0006048895
14,6120201,7120302,0.0005250135
15,12120202,7120302,0.0001638887
16,1130141,7120302,0.0008589867
17,12220203,7120302,0.0001586443
18,1130144,7120302,0.000591879
19,6220302,7120302,0.0002060231
20,12220204,7120302,0.000218167
21,5220102,7120302,0.0005570917
22,7230111,7120302,0.001609645
23,12220201,7120302,0.0003432848
24,3120303,7120302,0.0003946414
25,3320301,7120302,1.72956e-05
26,12120103,7120302,0.0005950465
27,10220302,7120302,0.0005075618
28,2320102,7120302,0.0001950196
29,6220101,7120302,0.000823538
30,3320205,7120302,0.000226914
31,8120205,7120302,0.0045761482
32,8120104,7120302,1.24512e-05
33,1130123,7120302,0.0009561319
34,6120102,7120302,0.0005525935
35,7320405,7120302,0.0005924104
36,8220404,7120302,0.0001165789
37,1430115,7120302,0.0006548931
38,1230125,7120302,0.0006766409
39,1130142,7120302,0.0008790014
40,2120402,7120302,0.0010816719
41,12420202,7120302,0.0006598907
42,7120301,7120302,0.0044577633
43,8320204,7120302,1.09183e-05
44,11320103,7120302,0.000454536
45,1230133,7120302,0.0012566133
46,12420101,7120302,5.09684e-05
47,1320102,7120302,0.0012784098
48,8320304,7120302,3.08262e-05
49,6120203,7120302,0.0013172155
50,3120304,7120302,0.0002788966
51,3320203,7120302,5.35719e-05
52,1230124,7120302,0.0012649815
53,13320203,7120302,0.0008402341
54,1130122,7120302,0.000850831
55,9220301,7120302,0.000269449
56,9220104,7120302,0.0009002159
57,4120203,7120302,0.0002061108
58,8220301,7120302,3.53001e-05
59,8120107,7120302,7.61797e-05
60,9120303,7120302,0.0004339308
61,10220303,7120302,9.19213e-05
62,8220304,7120302,1.7411e-05
63,2220202,7120302,0.0005176231
64,8320103,7120302,1.62908e-05
65,3220102,7120302,0.0001404248
66,1230111,7120302,0.0008133452
67,12420201,7120302,0.0005636442
68,7320401,7120302,0.0008125338
69,8220103,7120302,7.6546e-06
70,4220202,7120302,0.0002774641
71,3320101,7120302,0.000132948
72,8220303,7120302,1.69028e-05
73,5220203,7120302,0.0005834751
74,11120201,7120302,0.0001873951
75,12120201,7120302,0.0001926754
76,8220405,7120302,3.9248e-06
77,8320101,7120302,0.0004532102
78,8120101,7120302,6.7085e-05
79,14320302,7120302,0.001693427
80,7320403,7120302,0.0004242973
81,6120103,7120302,0.0011961527
82,11220103,7120302,8.78716e-05
83,11120203,7120302,0.000261506
84,5320102,7120302,4.80654e-05
85,5120301,7120302,0.000253886
86,1130134,7120302,0.0012701085
87,9120402,7120302,0.0011010408
88,9120201,7120302,0.001256651
89,6220102,7120302,0.0006618282
90,1130124,7120302,0.0011954785
91,10220301,7120302,0.0007081411
92,7230122,7120302,0.0029392747
93,1130112,7120302,0.0016212284
