,loc_i,loc_j,coupling
0,9120201,6120103,2.84e-05
1,3120301,6120103,4.4545e-06
2,6120201,6120103,0.0010815473
3,5120303,6120103,1.4743e-06
4,2120403,6120103,7.5461e-06
5,1230114,6120103,9.53818e-05
6,14320104,6120103,2.4316e-06
7,12220101,6120103,0.0003860079
8,5220303,6120103,2.6721e-06
9,8220202,6120103,1.30289e-05
10,6220103,6120103,0.0003637186
11,9320102,6120103,8.3793e-06
12,12120202,6120103,3.17026e-05
13,14220203,6120103,0.0001834729
14,1430112,6120103,2.07096e-05
15,5220102,6120103,1.09133e-05
16,7230111,6120103,2.79568e-05
17,12220201,6120103,0.0003056088
18,7120203,6120103,1.2172e-06
19,3320301,6120103,1.7789e-06
20,12120103,6120103,0.0002702374
21,7220303,6120103,4.05814e-05
22,2320101,6120103,1.2985e-06
23,8120104,6120103,9.61318e-05
24,1130123,6120103,6.05758e-05
25,6120102,6120103,0.0162434016
26,1230134,6120103,5.49083e-05
27,8220404,6120103,1.39459e-05
28,1430115,6120103,3.45882e-05
29,1130142,6120103,5.0205e-05
30,2120402,6120103,0.0001182844
31,12420202,6120103,0.0001864935
32,7120301,6120103,6.37107e-05
33,11320103,6120103,0.0001996657
34,1230133,6120103,5.93011e-05
35,5320202,6120103,7.77152e-05
36,1320102,6120103,6.15661e-05
37,1130113,6120103,9.98495e-05
38,6120203,6120103,0.0017428285
39,1230124,6120103,4.38888e-05
40,1230113,6120103,0.0001348103
41,1130122,6120103,9.52285e-05
42,9220301,6120103,0.0019302684
43,9220104,6120103,0.0002538033
44,4120203,6120103,3.66296e-05
45,9220304,6120103,0.0006575339
46,1430113,6120103,1.91934e-05
47,8220304,6120103,8.5972e-06
48,2220202,6120103,2.3636e-06
49,8320103,6120103,0.000379675
50,1230111,6120103,0.0001300472
51,4220202,6120103,7.4957e-06
52,3320101,6120103,1.05699e-05
53,8220303,6120103,3.1819e-06
54,11120201,6120103,1.79865e-05
55,12320103,6120103,0.0004839008
56,1130143,6120103,0.0001996722
57,1230121,6120103,4.327e-05
58,4120201,6120103,2.48653e-05
59,7120303,6120103,1.98389e-05
60,6120103,6120103,0.6600239688
61,9120302,6120103,0.0003314021
62,1130141,6120103,7.43113e-05
63,1130134,6120103,1.30887e-05
64,9120402,6120103,0.0001085858
65,9120204,6120103,4.50603e-05
66,7230122,6120103,1.22329e-05
67,1230126,6120103,4.45647e-05
68,9120102,6120103,3.18925e-05
69,8220102,6120103,0.0002242326
70,1130121,6120103,3.8027e-05
71,7320401,6120103,2.8282e-06
72,10220304,6120103,4.54922e-05
73,7120302,6120103,4.15221e-05
74,8320301,6120103,2.97605e-05
75,9320202,6120103,0.0001219957
76,1320103,6120103,4.65238e-05
77,1230131,6120103,3.32667e-05
78,1130115,6120103,0.0001300839
79,6320103,6120103,5.21315e-05
80,6320204,6120103,5.4773e-06
81,7220202,6120103,3.932e-06
82,9220103,6120103,0.014167244
83,11220101,6120103,1.89882e-05
84,3120303,6120103,0.0002556358
85,3120302,6120103,1.1088e-06
86,7220203,6120103,3.64231e-05
87,7120101,6120103,3.3458e-06
88,9220303,6120103,0.0034291671
89,8320402,6120103,2.00728e-05
90,7220302,6120103,2.5637e-06
91,8220203,6120103,4.94209e-05
92,13120101,6120103,8.71633e-05
93,5220302,6120103,0.0002336244
94,7320103,6120103,4.07211e-05
95,1320101,6120103,5.2228e-05
96,6220101,6120103,0.0006609157
97,3320205,6120103,4.43518e-05
98,14320105,6120103,3.8561e-06
99,12220204,6120103,0.0002184168
100,2120202,6120103,1.6758e-06
101,11120203,6120103,2.0575e-06
102,5420104,6120103,0.0003419838
103,7230121,6120103,2.67143e-05
104,7320403,6120103,1.80265e-05
105,1130133,6120103,9.08661e-05
106,1230132,6120103,0.0001669955
107,1230123,6120103,7.89163e-05
108,3320102,6120103,1.80023e-05
109,9220202,6120103,0.0006304857
110,1130132,6120103,1.94044e-05
111,1130124,6120103,4.37517e-05
112,3320204,6120103,6.23986e-05
113,7320402,6120103,2.7568e-06
114,12120203,6120103,4.7073e-06
115,5420103,6120103,0.0019237741
116,1130112,6120103,2.61668e-05
117,1230127,6120103,2.76056e-05
118,12320301,6120103,1.90841e-05
119,5120302,6120103,2.15781e-05
120,7120201,6120103,0.0001651293
121,13320101,6120103,0.0001103958
122,9220302,6120103,0.000796761
123,7120202,6120103,0.0005354737
124,1230135,6120103,0.0001466069
125,5120103,6120103,6.3292e-06
126,12120101,6120103,0.0005608225
127,4120202,6120103,2.893e-06
128,1430111,6120103,0.0001126908
129,4320103,6120103,0.0001156259
130,2120102,6120103,4.0197e-06
131,11320102,6120103,1.5502e-06
132,2120401,6120103,3.66838e-05
133,14320102,6120103,6.26e-07
134,6120301,6120103,0.0002346289
135,1230125,6120103,5.62651e-05
136,4220101,6120103,0.0001090002
137,14220303,6120103,1.1245e-05
138,8220201,6120103,1.8412e-06
139,10120203,6120103,4.62426e-05
140,1330112,6120103,2.88096e-05
