,loc_i,loc_j,coupling
0,7320203,7120302,5.84902e-05
1,3120301,7120302,0.0003251313
2,6120201,7120302,0.000518037
3,7320404,7120302,0.0007553886
4,12220201,7120302,0.0002997155
5,6220101,7120302,0.0003497656
6,1230114,7120302,0.0008711086
7,14320103,7120302,6.65786e-05
8,14320104,7120302,0.0001034196
9,7320202,7120302,0.0003736762
10,9120102,7120302,0.0007533245
11,2120102,7120302,0.0004191519
12,5220303,7120302,1.8167e-05
13,8220202,7120302,2.44454e-05
14,6220103,7120302,0.0004166886
15,14220203,7120302,0.0001364361
16,9320102,7120302,3.97527e-05
17,12120202,7120302,0.0002486479
18,4320103,7120302,7.79114e-05
19,9220104,7120302,0.0007370924
20,1430112,7120302,0.0006098822
21,5220102,7120302,0.0003582085
22,7230111,7120302,0.0017032705
23,13120101,7120302,0.0002589347
24,3120303,7120302,0.0003939352
25,7120203,7120302,0.002784061
26,3320301,7120302,1.18086e-05
27,12120103,7120302,0.0010299095
28,10220302,7120302,0.0001428806
29,2320102,7120302,6.73656e-05
30,3320205,7120302,0.0003162218
31,8120205,7120302,0.0006011542
32,1130124,7120302,0.0010884053
33,6120102,7120302,0.0006384666
34,1230134,7120302,0.0010225839
35,1430115,7120302,0.0006031762
36,1130142,7120302,0.0008561305
37,2120402,7120302,0.0006321668
38,4120201,7120302,0.000718832
39,7120301,7120302,0.0050026642
40,11320103,7120302,0.0001095545
41,1230133,7120302,0.0012681729
42,5320202,7120302,0.0001768419
43,1320102,7120302,0.0013551567
44,8320304,7120302,4.86488e-05
45,6120203,7120302,0.0004965442
46,3320203,7120302,1.10913e-05
47,1230124,7120302,0.0013347362
48,8220301,7120302,1.67015e-05
49,8220401,7120302,6.87732e-05
50,9220301,7120302,0.0001201728
51,4120203,7120302,0.0001461373
52,3320101,7120302,0.0001745126
53,8120107,7120302,7.75114e-05
54,9120303,7120302,0.0004201775
55,11220102,7120302,3.31472e-05
56,8220304,7120302,0.000185162
57,2220202,7120302,0.0004940032
58,8120104,7120302,3.03824e-05
59,3220102,7120302,0.0005003926
60,8320103,7120302,0.0001743542
61,13220201,7120302,9.73841e-05
62,1230111,7120302,0.0007755152
63,8220103,7120302,0.0001007799
64,4220202,7120302,0.0002297342
65,11120103,7120302,6.02475e-05
66,8220303,7120302,1.04338e-05
67,5220203,7120302,0.0002068505
68,11120201,7120302,9.49444e-05
69,7120302,7120302,0.7079256326
70,8220405,7120302,1.1961e-05
71,8120103,7120302,3.27033e-05
72,1130143,7120302,0.0007093292
73,1230121,7120302,0.0005686147
74,7120303,7120302,0.0177309527
75,6120103,7120302,0.0004992714
76,9120302,7120302,0.0006980774
77,8320203,7120302,1.8299e-05
78,5320102,7120302,6.70062e-05
79,5120301,7120302,8.10248e-05
80,1130134,7120302,0.0007649186
81,9120402,7120302,0.0009481559
82,10320302,7120302,7.25548e-05
83,9120204,7120302,0.0009157559
84,10220301,7120302,0.0017765704
85,12220204,7120302,0.0002467803
86,7230122,7120302,0.0034401084
87,6120301,7120302,0.0004590537
88,8220102,7120302,5.28583e-05
89,3120102,7120302,0.0003280033
90,5120202,7120302,3.8988e-05
91,1130113,7120302,0.0014787537
92,10220304,7120302,0.0003821627
93,4320102,7120302,7.71184e-05
94,5220301,7120302,8.99153e-05
95,12120201,7120302,0.0018360862
96,13220101,7120302,8.13714e-05
97,2120204,7120302,8.97475e-05
98,9320202,7120302,0.0007000212
99,1130133,7120302,0.0006679069
100,2120401,7120302,0.0001276075
101,7320401,7120302,0.0012263008
102,1130125,7120302,0.000558573
103,1230131,7120302,0.0015700169
104,8320302,7120302,0.0001537714
105,10220104,7120302,0.0005968974
106,2120301,7120302,0.0002081714
107,6320204,7120302,2.35932e-05
108,1230113,7120302,0.00097787
109,8120204,7120302,0.0003010318
110,8120105,7120302,4.46804e-05
111,3120302,7120302,5.8727e-05
112,1130115,7120302,0.0010348257
113,7220203,7120302,0.0017963176
114,6120302,7120302,0.0003654613
115,7120101,7120302,0.0021711705
116,7220201,7120302,0.0013423541
117,14120105,7120302,0.0001553054
118,4220103,7120302,3.09223e-05
119,8120305,7120302,9.73228e-05
120,6320102,7120302,0.0004137733
121,7220302,7120302,0.0011361608
122,1230112,7120302,0.0007289385
123,7220101,7120302,0.005796033
124,12220101,7120302,0.0010982953
125,5220302,7120302,0.0001517409
126,1320101,7120302,0.0118209717
127,7320405,7120302,0.0003117156
128,8220404,7120302,4.49968e-05
129,14220301,7120302,7.85414e-05
130,8220402,7120302,3.3714e-06
131,7220303,7120302,0.0050819986
132,12420104,7120302,0.0002921745
133,4220101,7120302,0.0004008575
134,1130123,7120302,0.0008596116
135,2120103,7120302,0.0001592583
136,10220103,7120302,0.0001430272
137,10220202,7120302,0.0044020853
138,8220203,7120302,0.0001439768
139,8120101,7120302,0.0002508351
140,1130144,7120302,0.0006191129
141,10320101,7120302,1.23247e-05
142,1130122,7120302,0.0007540856
143,12420101,7120302,0.0002517556
144,4220301,7120302,4.5425e-05
145,10120301,7120302,0.0002499379
146,7230121,7120302,0.0018879122
147,2320103,7120302,0.0003923702
148,10220303,7120302,0.0001678509
149,7220102,7120302,0.0119580622
150,1230123,7120302,0.0008073066
151,9220105,7120302,0.000189611
152,3120204,7120302,0.0019871756
153,1230125,7120302,0.0006320144
154,9220202,7120302,0.0277812265
155,11120101,7120302,0.0002519562
156,5420104,7120302,0.0003469111
157,1130132,7120302,0.0007632309
158,5420101,7120302,6.54647e-05
159,1130126,7120302,0.0005648726
160,7320101,7120302,0.0005153748
161,2320101,7120302,3.64824e-05
162,1230132,7120302,0.0010322753
163,12120203,7120302,0.0006930586
164,10120103,7120302,3.70681e-05
165,9120202,7120302,0.0016641366
166,4220302,7120302,0.0001329435
167,1230127,7120302,0.001880404
168,10220203,7120302,0.0004817047
169,1130112,7120302,0.0012377393
170,4220402,7120302,0.0003343231
171,5120302,7120302,8.21294e-05
172,4220401,7120302,3.2923e-05
173,3120103,7120302,3.08703e-05
174,12420102,7120302,1.25393e-05
175,6220301,7120302,0.0003292817
176,9220103,7120302,0.0005267355
177,2120304,7120302,0.0002528289
178,9220302,7120302,0.0006418533
179,14120201,7120302,8.49315e-05
180,7120202,7120302,0.0038627666
181,5120103,7120302,1.33901e-05
182,8320104,7120302,0.0002366635
183,1430114,7120302,0.0005275354
184,4120202,7120302,0.0001000656
185,1430111,7120302,0.0007247293
186,3220201,7120302,1.79008e-05
187,14120101,7120302,0.0003466487
188,11320102,7120302,0.0001796121
189,3320201,7120302,0.000141459
