loc_i,loc_j,coupling force
2120403,12220101,0.0002715454
7320203,12220101,1.14718e-05
3120301,12220101,1.38322e-05
9320102,12220101,0.0027554758
7320404,12220101,5.27646e-05
6220101,12220101,0.0025163237
1230114,12220101,0.0001260534
14320103,12220101,0.0066208671
14320104,12220101,3.46729e-05
9120102,12220101,0.0002142268
2120102,12220101,9.2086e-06
8220202,12220101,5.1496e-05
6220103,12220101,0.0005383625
6120201,12220101,0.0023047208
12120202,12220101,0.0126036986
1130141,12220101,9.73162e-05
8220304,12220101,0.0023008431
6220302,12220101,5.62596e-05
5220102,12220101,0.000198975
7230111,12220101,7.70693e-05
12220201,12220101,0.0098484796
7220203,12220101,0.0001549739
3120303,12220101,7.33128e-05
1230124,12220101,0.0002396745
3320301,12220101,0.0001637674
12120103,12220101,0.005656013
10220302,12220101,3.16878e-05
3320205,12220101,0.0002596179
6120102,12220101,0.0007499362
1230134,12220101,0.0001389032
1430115,12220101,5.47597e-05
1130142,12220101,0.0001407653
8220404,12220101,0.0001849893
2120402,12220101,0.0001098708
4120201,12220101,0.0001944995
7120301,12220101,0.0002245754
10220103,12220101,1.40008e-05
8320204,12220101,0.0004802428
1230133,12220101,0.0002081562
8320101,12220101,0.0001010926
12320202,12220101,0.000707687
1130113,12220101,6.15471e-05
8320304,12220101,0.0001033165
6120203,12220101,0.0017948059
8120204,12220101,7.27178e-05
2120304,12220101,8.2638e-05
5320101,12220101,9.5911e-05
9220301,12220101,0.0009277412
9220104,12220101,0.000203355
4120203,12220101,9.63822e-05
1230127,12220101,0.0001057571
3220102,12220101,6.6968e-05
8320103,12220101,4.17185e-05
8120104,12220101,1.01316e-05
13220201,12220101,0.0002423949
1230111,12220101,0.0001051479
7320401,12220101,8.42027e-05
3320101,12220101,0.0006071289
8220303,12220101,0.0001805454
5220203,12220101,9.47957e-05
12120201,12220101,0.0012027765
8220405,12220101,0.0008100048
1130143,12220101,0.0002291705
1230121,12220101,0.0001021796
6120103,12220101,0.0010080929
9120302,12220101,0.0001027815
8320203,12220101,0.001668335
5120301,12220101,3.07084e-05
1130134,12220101,3.04457e-05
9120402,12220101,0.0001575246
10320302,12220101,0.0003253601
9120204,12220101,5.51007e-05
10220301,12220101,8.4509e-06
7230122,12220101,0.0001175732
6120301,12220101,0.0008388916
