loc_i,loc_j,coupling force
7320203,7120302,9.27759e-05
3120301,7120302,9.12305e-05
6120201,7120302,0.0003172125
7320404,7120302,0.0005811315
12220201,7120302,0.0001186371
6220101,7120302,0.0002559396
1230114,7120302,0.0008414531
14320103,7120302,9.6325e-06
14320104,7120302,5.02274e-05
7320202,7120302,0.0005931286
9120102,7120302,0.0004406688
2120102,7120302,5.99706e-05
8220202,7120302,9.3468e-06
6220103,7120302,0.0001454321
14220203,7120302,6.86911e-05
9320102,7120302,2.38356e-05
12120202,7120302,5.30873e-05
4320103,7120302,6.46472e-05
9220104,7120302,0.0003932827
1430112,7120302,0.0005399776
5220102,7120302,0.0002212908
7230111,7120302,0.0018202177
13120101,7120302,0.0001094566
3120303,7120302,0.0002373503
7120203,7120302,0.0014755858
12120103,7120302,0.0006153662
10220302,7120302,3.73529e-05
2320102,7120302,0.0001599974
3320205,7120302,0.0003104488
8120205,7120302,0.0001350713
1130124,7120302,0.0011721671
6120102,7120302,0.0002176318
1230134,7120302,0.0010907827
1430115,7120302,0.0006045218
1130142,7120302,0.0008444606
2120402,7120302,0.0004857792
4120201,7120302,0.0002941552
7120301,7120302,0.0032199628
11320103,7120302,4.6725e-05
1230133,7120302,0.0010752206
5320202,7120302,0.0001261498
1320102,7120302,0.0012344598
6120203,7120302,0.0005400335
1230124,7120302,0.0012187503
8220301,7120302,6.9356e-06
8220401,7120302,1.50435e-05
9220301,7120302,4.04138e-05
4120203,7120302,0.0001042945
3320101,7120302,0.0002867971
9120303,7120302,0.0002300128
11220102,7120302,2.56783e-05
2220202,7120302,0.0004367943
8120104,7120302,2.32437e-05
3220102,7120302,0.0006794401
8320103,7120302,0.0002573911
13220201,7120302,2.23204e-05
1230111,7120302,0.0007398705
8220103,7120302,0.0002575676
4220202,7120302,8.2346e-05
11120103,7120302,4.05409e-05
5220203,7120302,0.0001315357
11120201,7120302,5.69171e-05
7120302,7120302,0.7655558686
1130143,7120302,0.0007365754
1230121,7120302,0.0005843468
7120303,7120302,0.0158361108
6120103,7120302,0.0002588763
9120302,7120302,0.0003690158
5120301,7120302,3.73139e-05
1130134,7120302,0.0007206661
9120402,7120302,0.0006049673
10320302,7120302,7.75161e-05
9120204,7120302,0.0002740918
10220301,7120302,0.0006187313
12220204,7120302,0.0002924695
7230122,7120302,0.0026780944
6120301,7120302,0.000128142
8220102,7120302,7.61852e-05
3120102,7120302,0.0001158239
1130113,7120302,0.0019442744
10220304,7120302,0.0002226087
4320102,7120302,6.6854e-06
12120201,7120302,0.0004185657
13220101,7120302,7.44879e-05
2120204,7120302,1.98348e-05
9320202,7120302,0.0003164891
1130133,7120302,0.0005742129
2120401,7120302,4.5296e-05
7320401,7120302,0.000952118
1130125,7120302,0.0004207753
