loc_i,loc_j,coupling force
7320203,7120302,0.0002065237
3120301,7120302,0.0002843544
9320102,7120302,0.0002423826
5120303,7120302,5.27683e-05
7320404,7120302,0.0003715209
2120403,7120302,3.31772e-05
8120102,7120302,0.0001625391
1230134,7120302,0.0013488833
14320103,7120302,0.0001396661
1230124,7120302,0.0013932964
14320104,7120302,0.000366402
8120204,7120302,0.0002698454
8320303,7120302,0.0002600048
2120102,7120302,0.0001507426
12220101,7120302,0.0004137945
4220201,7120302,0.0001961715
6220103,7120302,0.0001847718
6120201,7120302,0.0004543061
12120202,7120302,0.000348481
3320101,7120302,7.6926e-05
10120101,7120302,0.0001050126
10220202,7120302,0.001337288
9220202,7120302,0.0106502523
1230121,7120302,0.0009970436
4120202,7120302,6.64257e-05
3320301,7120302,4.02736e-05
7230111,7120302,0.0028775436
12220201,7120302,9.85046e-05
8120105,7120302,4.0776e-05
7120203,7120302,0.0034480717
4220402,7120302,0.0001380702
12120103,7120302,0.0002922544
2320102,7120302,0.0002221761
7220303,7120302,0.0043348809
3320205,7120302,0.0004815145
8120205,7120302,0.0002500469
1130123,7120302,0.0010773913
6120102,7120302,0.0011201255
1230114,7120302,0.0015028773
1430115,7120302,0.0014434433
1130142,7120302,0.0012041254
2120402,7120302,0.0003596691
12420202,7120302,0.0001211373
10120203,7120302,6.97382e-05
7120301,7120302,0.0043332145
11320103,7120302,7.32456e-05
1230133,7120302,0.0016804052
12420101,7120302,4.9586e-05
1320102,7120302,0.0019142731
1130141,7120302,0.0018261154
8320304,7120302,4.77975e-05
6120203,7120302,0.0004607903
3320203,7120302,9.75419e-05
11120203,7120302,8.44124e-05
1230113,7120302,0.0015615081
8220202,7120302,9.3762e-06
1130133,7120302,0.0008747456
9220301,7120302,4.86934e-05
9220104,7120302,0.0010456106
4120203,7120302,0.0001794993
1230127,7120302,0.0020712526
1320101,7120302,0.0124542101
1430113,7120302,0.0013737083
11120201,7120302,7.10579e-05
14220201,7120302,0.0004411173
