loc_i,loc_j,coupling force
2120401,7120202,5.30397e-05
7320203,7120202,1.27626e-05
3120301,7120202,0.000301996
9320102,7120202,0.0002729138
6220101,7120202,0.0001863344
1230114,7120202,0.0001196726
14120102,7120202,3.69413e-05
14320103,7120202,9.177e-06
14320104,7120202,3.13821e-05
8120204,7120202,7.40342e-05
8320303,7120202,3.37377e-05
2120102,7120202,1.8332e-05
7120302,7120202,0.00031504
6220103,7120202,1.56349e-05
12120202,7120202,4.26294e-05
1430111,7120202,8.30626e-05
10220202,7120202,3.78108e-05
5220102,7120202,5.56436e-05
7230111,7120202,9.63581e-05
3120303,7120202,0.000271989
12120103,7120202,0.0001219626
2320102,7120202,0.0001753899
3320205,7120202,2.70739e-05
1130124,7120202,0.0002235228
1130123,7120202,0.0001349009
6120102,7120202,0.0001480288
1230134,7120202,0.000112248
8220404,7120202,5.02531e-05
1130142,7120202,0.0004483874
2120402,7120202,0.0001346138
4120201,7120202,9.6675e-05
7120301,7120202,0.0034763255
11320103,7120202,3.4333e-05
1230133,7120202,0.0001465276
5320202,7120202,8.8349e-06
1320102,7120202,9.80549e-05
6120203,7120202,7.30807e-05
8320403,7120202,6.7256e-06
2120304,7120202,7.01698e-05
5320101,7120202,0.0001344719
9220301,7120202,0.0009926509
9220104,7120202,0.0002094593
4120203,7120202,6.04766e-05
9120303,7120202,3.61791e-05
2220202,7120202,6.2252e-05
12420202,7120202,0.000195654
9120401,7120202,0.0004103716
1230111,7120202,8.5546e-05
4220202,7120202,9.31986e-05
11120201,7120202,4.67169e-05
12320103,7120202,0.000111902
1130143,7120202,0.0002184337
12120101,7120202,0.0001193947
7120303,7120202,0.000904589
12120204,7120202,7.45318e-05
5120301,7120202,7.0889e-06
1130134,7120202,0.0001418541
9120402,7120202,0.000313351
6220102,7120202,0.0001085983
7230122,7120202,7.89834e-05
9120102,7120202,0.0001138964
6220302,7120202,2.99419e-05
1130121,7120202,0.0001502114
1430112,7120202,6.04845e-05
7320401,7120202,5.1499e-05
1130113,7120202,6.30914e-05
10220304,7120202,6.90813e-05
12320301,7120202,8.6275e-06
8320301,7120202,2.99945e-05
1130132,7120202,8.21613e-05
1330112,7120202,0.0002579915
14220203,7120202,2.75914e-05
1320103,7120202,0.0001550995
1230131,7120202,0.0001658757
10220302,7120202,0.0001063997
10220104,7120202,5.08989e-05
7230121,7120202,0.0001488695
6320204,7120202,1.24e-05
6120202,7120202,2.32388e-05
1230121,7120202,2.64537e-05
1230113,7120202,6.92028e-05
8120105,7120202,9.20641e-05
1130115,7120202,0.0003361939
7220203,7120202,2.4922e-05
1230132,7120202,0.0001084362
4220103,7120202,3.7958e-06
9220303,7120202,2.68586e-05
7220302,7120202,9.36478e-05
8220203,7120202,3.73654e-05
13120101,7120202,0.000151303
12220101,7120202,7.29726e-05
7120203,7120202,0.017314262
5220302,7120202,5.93775e-05
7320103,7120202,4.1979e-05
1320101,7120202,0.0002496206
7320405,7120202,0.0003589036
14220301,7120202,2.36767e-05
2320101,7120202,6.0184e-06
12320302,7120202,1.87783e-05
10220103,7120202,2.11704e-05
12420101,7120202,1.73685e-05
5120303,7120202,1.0344e-05
7320403,7120202,9.6961e-06
7220301,7120202,0.0003356012
1230122,7120202,4.24865e-05
1230123,7120202,0.0001153016
9220202,7120202,0.0011624792
12220202,7120202,6.93602e-05
11120101,7120202,4.3421e-06
14220303,7120202,1.26667e-05
5420104,7120202,0.0001111021
2220101,7120202,0.000113382
7320101,7120202,2.9194e-05
7320402,7120202,1.7739e-05
4220102,7120202,2.6572e-06
10120103,7120202,1.07949e-05
9220302,7120202,0.0001429812
9120202,7120202,0.0012046058
1230127,7120202,0.000108176
1130131,7120202,0.0001708285
9220103,7120202,5.12319e-05
1130112,7120202,0.0001103273
4220402,7120202,2.0036e-05
5120302,7120202,1.63399e-05
4220401,7120202,4.90579e-05
3120103,7120202,2.01471e-05
12420104,7120202,0.0001528585
9220101,7120202,0.0003369673
7120201,7120202,0.0018795241
7120202,7120202,0.711542074
11220101,7120202,2.056e-06
2120104,7120202,2.19635e-05
14320302,7120202,6.28733e-05
5120103,7120202,3.59441e-05
1430114,7120202,9.19312e-05
4120202,7120202,8.11149e-05
6120201,7120202,0.0001048989
6120302,7120202,4.83994e-05
8120101,7120202,0.0002148899
1230124,7120202,0.0002647445
6120301,7120202,0.0002910234
1230125,7120202,6.4206e-05
7320102,7120202,0.0001026978
2120201,7120202,1.99168e-05
6320103,7120202,0.0003139717
14320201,7120202,4.15861e-05
9320203,7120202,4.73015e-05
1130111,7120202,6.90655e-05
10120203,7120202,1.20611e-05
9320101,7120202,3.41787e-05
9120203,7120202,8.44224e-05
13320102,7120202,7.9963e-06
8120202,7120202,2.66439e-05
6220203,7120202,3.5181e-05
4320101,7120202,1.64182e-05
1130126,7120202,0.0001287739
8220301,7120202,1.3838e-05
1430113,7120202,4.89402e-05
7220102,7120202,0.0087697567
9120301,7120202,0.0011119419
14120203,7120202,1.76126e-05
8120102,7120202,9.51076e-05
4220301,7120202,2.60021e-05
2320103,7120202,3.14604e-05
7220101,7120202,0.0002497698
1130133,7120202,0.0002466706
6320201,7120202,1.92789e-05
5220101,7120202,0.0001314711
7220201,7120202,0.0005755043
9220304,7120202,0.0001028251
14320102,7120202,1.50944e-05
3220105,7120202,0.0003765978
14220202,7120202,2.50463e-05
6220204,7120202,0.0001921175
1130125,7120202,0.0001071114
4220101,7120202,1.03781e-05
6320101,7120202,3.95171e-05
13220101,7120202,0.0007113525
10120104,7120202,0.000214064
7120102,7120202,0.0191336982
7220202,7120202,0.0001643201
11120103,7120202,5.88029e-05
11120203,7120202,8.4805e-06
6220206,7120202,1.41691e-05
6320203,7120202,3.65822e-05
1130114,7120202,8.55164e-05
8220403,7120202,0.0014861165
1430115,7120202,0.0001119356
1130122,7120202,0.0001180616
2120204,7120202,1.91291e-05
5120201,7120202,0.0002150538
12120102,7120202,0.0002056635
14220104,7120202,9.8742e-05
9320202,7120202,7.66068e-05
12220204,7120202,0.0001043918
3120101,7120202,2.4919e-05
1330113,7120202,0.0001328917
8220302,7120202,2.93482e-05
2120103,7120202,6.8683e-06
6120303,7120202,0.0002397751
14120101,7120202,2.56217e-05
3220204,7120202,7.92351e-05
11320102,7120202,0.0002765214
6220304,7120202,0.0001104008
6220301,7120202,6.6978e-06
14120103,7120202,3.6167e-05
10320201,7120202,0.0001592357
3120201,7120202,0.000478418
