loc_i,loc_j,coupling force
7320203,7120302,4.34298e-05
3120301,7120302,0.0001231574
6120201,7120302,0.0002844714
7320404,7120302,0.0007526219
2120204,7120302,2.88517e-05
6220101,7120302,0.0001520233
1230114,7120302,0.000809333
12120103,7120302,0.0003330751
14320103,7120302,3.73437e-05
14320104,7120302,2.72729e-05
8120204,7120302,0.0002797265
9120102,7120302,0.0001588022
7120302,7120302,0.7458895638
6220103,7120302,0.0001164667
1130142,7120302,0.0008412343
12120202,7120302,0.0001010966
14320101,7120302,5.42285e-05
3320101,7120302,0.0004210442
14220203,7120302,6.73139e-05
9220104,7120302,0.0004617714
1430111,7120302,0.0006641214
10220202,7120302,0.0024084118
1230111,7120302,0.0008550136
7230111,7120302,0.0016702761
7220203,7120302,0.0008409735
3120303,7120302,0.000256177
2120203,7120302,2.44978e-05
3320301,7120302,2.49493e-05
2320102,7120302,3.09588e-05
3320205,7120302,0.0003679449
8120205,7120302,0.0004531918
1130124,7120302,0.001210956
5120202,7120302,1.46959e-05
6120102,7120302,0.000257259
6320201,7120302,0.0005063869
1430115,7120302,0.0006867542
3220203,7120302,0.0001543425
7120301,7120302,0.0032064191
11320103,7120302,0.000111861
1230133,7120302,0.0012168435
5320202,7120302,8.18096e-05
1320102,7120302,0.0015274645
8320304,7120302,3.90907e-05
6120203,7120302,0.0003766787
3120304,7120302,8.94855e-05
3320203,7120302,2.13671e-05
8320103,7120302,0.0003029857
1230124,7120302,0.0012393689
8220301,7120302,2.017e-05
7120303,7120302,0.0161910639
1130133,7120302,0.0005778908
4120203,7120302,0.0001187024
7320102,7120302,0.0001530742
1230127,7120302,0.0019145203
8120104,7120302,1.08904e-05
10120301,7120302,0.0001572673
12420201,7120302,0.000155131
8220103,7120302,0.0003483107
4220202,7120302,0.0002267353
6220205,7120302,0.0001409402
11120103,7120302,0.0001227539
8220303,7120302,2.96545e-05
5220203,7120302,4.02649e-05
11120201,7120302,0.0001512645
8220405,7120302,2.39883e-05
8320101,7120302,2.67187e-05
4120201,7120302,0.0003503635
12120101,7120302,0.0001725052
6320102,7120302,0.0002610921
6120103,7120302,0.0004712874
9220103,7120302,0.0002385225
11120203,7120302,0.0001721904
1230123,7120302,0.0006759007
5120301,7120302,6.85943e-05
1130134,7120302,0.0008024855
9120402,7120302,0.0006506435
9120204,7120302,0.0004584308
1130126,7120302,0.000547098
1230112,7120302,0.0007222465
10220301,7120302,0.000635065
5220102,7120302,0.0002787896
7230122,7120302,0.0027012084
6120301,7120302,0.0001139234
8220403,7120302,0.0003519062
13120102,7120302,0.0006474767
8220102,7120302,0.0001104104
1130121,7120302,0.0010701728
1430112,7120302,0.0005848368
1230121,7120302,0.0005810818
7320401,7120302,0.0006998107
1130141,7120302,0.000834648
1130144,7120302,0.000511583
4320102,7120302,4.56755e-05
5220301,7120302,3.74083e-05
8320301,7120302,0.0001076046
13220101,7120302,7.00795e-05
7320405,7120302,0.0005964501
1320103,7120302,0.0008577888
1230134,7120302,0.0009090093
1230131,7120302,0.0013542721
10220104,7120302,0.0002033956
7230121,7120302,0.0015832106
6320204,7120302,1.20882e-05
7320302,7120302,8.4305e-06
8320302,7120302,7.59893e-05
9320201,7120302,6.22717e-05
8120105,7120302,6.68689e-05
1130115,7120302,0.0009992054
10120104,7120302,5.12794e-05
9220303,7120302,0.0001388442
1130143,7120302,0.0008107722
8320402,7120302,0.0003870718
7220302,7120302,0.0009466111
8220203,7120302,0.0001432792
8320203,7120302,5.36812e-05
13120101,7120302,0.0001866452
12220101,7120302,0.0008992703
7120203,7120302,0.0013822171
5220302,7120302,0.0001236491
7320103,7120302,0.0006968641
8220404,7120302,5.98678e-05
1430113,7120302,0.0005640206
10120102,7120302,1.75685e-05
8220402,7120302,0.0003847422
7220303,7120302,0.004118877
14320105,7120302,0.0006473606
4220101,7120302,8.58463e-05
1130123,7120302,0.000704087
10220103,7120302,4.58245e-05
1330112,7120302,0.0029776822
6220302,7120302,0.0002312024
12420101,7120302,0.0003002511
4220301,7120302,0.0001002623
5120303,7120302,7.90002e-05
3120202,7120302,0.0002388993
5120201,7120302,0.0003898505
11120102,7120302,0.0007103542
5420202,7120302,0.000103799
7320402,7120302,0.0012398224
9220202,7120302,0.016857379
10220304,7120302,0.0002254982
4220102,7120302,0.0002095214
11120101,7120302,0.000535676
5420104,7120302,0.0001543198
3220204,7120302,0.0007783023
2120402,7120302,0.0001688702
8120305,7120302,0.0001376246
7320101,7120302,0.0003709446
2320103,7120302,0.0002797384
1230132,7120302,0.000785465
10220203,7120302,0.0003640169
12120203,7120302,0.0006862432
9120202,7120302,0.0013978665
3120102,7120302,0.0001552244
1130112,7120302,0.0015812491
12220204,7120302,0.0002014572
4220402,7120302,0.0002016097
11120202,7120302,4.32505e-05
4220401,7120302,8.8552e-06
12420104,7120302,2.297e-05
5120302,7120302,0.0004950822
11220101,7120302,0.000119401
11320102,7120302,1.2556e-05
9220302,7120302,0.0002730703
14120201,7120302,0.00020774
7120202,7120302,0.0015771881
14320302,7120302,0.0008434148
1230135,7120302,0.0013660868
8320104,7120302,0.0002254266
11220103,7120302,0.000148241
4120202,7120302,3.77469e-05
8220104,7120302,3.32721e-05
4320103,7120302,0.0001294151
3220201,7120302,2.41686e-05
14120101,7120302,0.000191606
2120401,7120302,0.0001314391
5220202,7120302,0.0001924743
6220204,7120302,0.0001685801
1230125,7120302,0.0005136499
5320101,7120302,0.0001311132
14220303,7120302,0.0010048271
8220201,7120302,9.34127e-05
3320201,7120302,3.02544e-05
1130132,7120302,0.0005785124
10120203,7120302,0.0002339786
8320303,7120302,0.0001846422
9120203,7120302,0.0036146604
12320301,7120302,8.7339e-06
13320102,7120302,0.0002182347
6120202,7120302,2.51367e-05
1320101,7120302,0.0108418726
12320202,7120302,9.78665e-05
3120203,7120302,8.96459e-05
14120203,7120302,0.0002612848
1330111,7120302,0.001827237
5220101,7120302,0.0001322371
7220201,7120302,0.0010861108
9220304,7120302,0.001400999
14320102,7120302,0.0003084825
10220302,7120302,7.46534e-05
3220105,7120302,4.45464e-05
9220201,7120302,3.21681e-05
9120303,7120302,0.0001382145
1130125,7120302,0.0005855257
1230113,7120302,0.0007855969
11220202,7120302,7.18002e-05
7120201,7120302,0.0018577206
9120301,7120302,0.0004560241
9120201,7120302,0.0008457624
6220102,7120302,0.0002962267
8120304,7120302,4.31698e-05
7220202,7120302,0.0013333209
6220206,7120302,1.73656e-05
9120104,7120302,0.0003549041
9320203,7120302,0.0003243068
7220101,7120302,0.0041765755
12120204,7120302,0.0001462127
14220101,7120302,0.0005315298
6220203,7120302,0.0001811975
1230122,7120302,0.0005410168
12320201,7120302,4.10324e-05
10320203,7120302,1.51784e-05
1130131,7120302,0.0007276277
2320201,7120302,7.87257e-05
7320201,7120302,0.0001032921
1130122,7120302,0.0006536664
6220303,7120302,0.0001740518
1430114,7120302,0.0005526874
14220104,7120302,3.0592e-05
1230126,7120302,0.0007117185
4320101,7120302,0.0002021561
8320202,7120302,0.0001998915
9320202,7120302,0.0003678358
1130111,7120302,0.0019361754
3120101,7120302,3.982e-05
2320101,7120302,5.12469e-05
12220102,7120302,9.60596e-05
12420202,7120302,0.0001601337
6120303,7120302,0.0003907896
3320102,7120302,0.0004064793
2120304,7120302,0.00026824
9320101,7120302,0.0006622517
6220301,7120302,0.0003149197
8220401,7120302,2.90685e-05
2120104,7120302,4.4404e-05
8320403,7120302,0.0002925688
8320102,7120302,3.42097e-05
