loc_i,loc_j,coupling force
7320203,7120302,0.0001503208
3120301,7120302,0.0008918153
9320102,7120302,0.0006106597
5120303,7120302,9.92008e-05
7320404,7120302,0.0004689782
2120403,7120302,0.0001801522
8120102,7120302,0.0001843901
1230134,7120302,0.0015759666
14320103,7120302,0.0001795057
1230124,7120302,0.0015818774
14320104,7120302,0.0007855623
8120204,7120302,0.0004341967
8320303,7120302,0.0003860656
2120102,7120302,0.0001198868
11320101,7120302,6.3226e-06
12220101,7120302,0.0006828694
5220303,7120302,2.45034e-05
4220201,7120302,7.6739e-05
6220103,7120302,0.0005517415
6120201,7120302,0.0008360451
12120202,7120302,0.0003207379
3320101,7120302,0.0001144788
10120101,7120302,2.66234e-05
8220304,7120302,6.717e-06
10220202,7120302,0.0014515768
9220202,7120302,0.0098895622
1230121,7120302,0.0011781103
4120202,7120302,9.52685e-05
3320301,7120302,0.0001038541
7230111,7120302,0.0036303587
12220201,7120302,0.0003415583
8120105,7120302,5.33331e-05
7120203,7120302,0.006301446
4220402,7120302,0.0002769621
12120103,7120302,0.0005785298
2320102,7120302,0.0004137694
7220303,7120302,0.0059103372
3320205,7120302,0.0004675186
8120205,7120302,0.000206035
1130123,7120302,0.00115192
6120102,7120302,0.0024067817
1230114,7120302,0.0022628699
1430115,7120302,0.0017987688
1130142,7120302,0.0013647467
2120402,7120302,0.0004894437
12420202,7120302,0.0004630832
10120203,7120302,7.20479e-05
7120301,7120302,0.006750451
12320201,7120302,4.73684e-05
11320103,7120302,0.0002429135
1230133,7120302,0.0023560435
12420101,7120302,3.35201e-05
1320102,7120302,0.0024615872
1130141,7120302,0.001993584
8320304,7120302,0.000126961
6120203,7120302,0.0008624773
3320203,7120302,0.0001099088
11120203,7120302,0.0001050863
1230113,7120302,0.0021471985
8220202,7120302,2.15255e-05
3220205,7120302,6.12595e-05
1130133,7120302,0.0009509268
9220301,7120302,0.0001465302
9220104,7120302,0.0016440884
4120203,7120302,0.0002926368
8120107,7120302,1.1462e-05
1230127,7120302,0.0025244595
1320101,7120302,0.0133793188
10220303,7120302,5.4186e-06
1430113,7120302,0.001684929
11120201,7120302,8.12133e-05
14220201,7120302,0.0006734313
1230111,7120302,0.0018363035
7320401,7120302,0.0020005868
8220103,7120302,0.0001553605
4220202,7120302,0.0002883381
6220205,7120302,0.0006970653
11120103,7120302,1.94302e-05
8220303,7120302,4.87433e-05
5220203,7120302,0.0004875624
12120201,7120302,0.0003852693
12320103,7120302,0.000521188
5220102,7120302,0.0003975895
8220405,7120302,0.0001421178
8120103,7120302,3.64014e-05
8320101,7120302,9.32789e-05
4120201,7120302,0.0004197155
7120303,7120302,0.0150161306
6120103,7120302,0.0004201534
12120204,7120302,0.0003786103
9220103,7120302,0.0005211948
5320102,7120302,2.34516e-05
5120301,7120302,7.77527e-05
1130134,7120302,0.0016191787
9120402,7120302,0.0022881479
9120204,7120302,0.0011392794
8220102,7120302,0.0001868353
1130112,7120302,0.0017051876
7230122,7120302,0.0047730175
6120301,7120302,0.0016765681
13120102,7120302,0.0003242565
