loc_i,loc_j,coupling force
2120401,7120202,0.0001260102
7320203,7120202,3.55285e-05
3120301,7120202,0.0001765078
9320102,7120202,0.0008303836
7320404,7120202,4.54567e-05
6220101,7120202,0.0005293589
1230114,7120202,0.0001075201
14120102,7120202,8.46723e-05
14320103,7120202,5.9615e-05
14320104,7120202,7.69509e-05
8120204,7120202,0.0001874027
8320303,7120202,3.1377e-05
2120102,7120202,8.9019e-05
11320101,7120202,8.1672e-06
5220303,7120202,1.78102e-05
8220202,7120202,1.5507e-05
7120302,7120202,0.0003294054
6220103,7120202,9.41956e-05
10220201,7120202,9.9131e-05
12120202,7120202,7.121e-05
4320103,7120202,1.286e-05
12220203,7120202,2.90565e-05
8220304,7120202,6.7656e-06
1430111,7120202,8.71264e-05
10220202,7120202,5.6051e-05
5220102,7120202,0.0001091151
7230111,7120202,0.0001237408
3120303,7120202,0.0002522953
12120103,7120202,0.0002289068
2320102,7120202,7.51649e-05
3320205,7120202,4.23456e-05
1130124,7120202,0.0001542766
1130123,7120202,8.5737e-05
6120102,7120202,0.0002140758
1230134,7120202,0.0001096739
8220404,7120202,3.29654e-05
1130142,7120202,0.0002039386
2120402,7120202,0.0002377691
4120201,7120202,2.27645e-05
7120301,7120202,0.0025234709
11320103,7120202,0.0001243925
1230133,7120202,0.0001965125
5320202,7120202,3.66446e-05
1320102,7120202,0.0001503383
8320304,7120202,5.3593e-06
6120203,7120202,0.0004515033
7320202,7120202,1.14403e-05
8320403,7120202,1.29138e-05
2120304,7120202,0.0001279331
5320101,7120202,0.000229547
9220301,7120202,0.0010498467
9220104,7120202,0.0004110284
4120203,7120202,4.6046e-05
14120202,7120202,6.24025e-05
9120303,7120202,0.000193388
10220303,7120202,1.57742e-05
2220202,7120202,0.0001143659
8120104,7120202,6.2904e-06
12420202,7120202,0.0007832481
9120401,7120202,0.0009810979
1230111,7120202,0.0001224194
4220202,7120202,0.0005202109
3320101,7120202,5.90366e-05
8220303,7120202,1.6575e-06
5220203,7120202,2.52682e-05
11120201,7120202,0.0001475869
12320103,7120202,0.0001413078
8220405,7120202,7.2598e-06
1130143,7120202,0.0001343428
12120101,7120202,0.0001945041
7120303,7120202,0.0008270665
12120204,7120202,0.0001427951
11220103,7120202,3.2404e-06
8120107,7120202,0.0001276904
8320203,7120202,3.4233e-06
5320102,7120202,1.23267e-05
5120301,7120202,5.43696e-05
1130134,7120202,0.0001098364
9120402,7120202,0.0007732529
6220102,7120202,0.0003073272
8220102,7120202,7.0556e-06
7230122,7120202,9.24063e-05
13120102,7120202,3.84262e-05
9120102,7120202,0.000396119
6220302,7120202,0.0001372797
1130121,7120202,0.0001115112
5120202,7120202,1.76738e-05
1430112,7120202,8.04754e-05
7320401,7120202,6.2746e-05
1130113,7120202,8.03372e-05
10220304,7120202,0.0002502433
12320301,7120202,5.89345e-05
5220301,7120202,8.00804e-05
8320301,7120202,0.0001086407
1130132,7120202,7.6838e-05
1330112,7120202,0.000206553
14220203,7120202,8.1443e-05
1320103,7120202,0.0001635061
1230131,7120202,0.0002141896
10220302,7120202,0.0001593005
10220104,7120202,0.0001903502
7230121,7120202,0.0001204043
6320204,7120202,7.30346e-05
