loc_i,loc_j,coupling force
7320203,7120302,0.0001646162
3120301,7120302,0.0006140445
9320102,7120302,0.0001706321
7320404,7120302,0.0005456124
2120204,7120302,0.0001427226
1230114,7120302,0.000854258
14320103,7120302,0.0005089404
14320104,7120302,0.0003109202
8120204,7120302,0.000554694
2120102,7120302,0.0003451143
11320101,7120302,3.53188e-05
5220303,7120302,0.0001239433
8220202,7120302,1.08957e-05
6220103,7120302,0.0006048895
6120201,7120302,0.0005250135
12120202,7120302,0.0001638887
1130141,7120302,0.0008589867
12220203,7120302,0.0001586443
1130144,7120302,0.000591879
6220302,7120302,0.0002060231
12220204,7120302,0.000218167
5220102,7120302,0.0005570917
7230111,7120302,0.001609645
12220201,7120302,0.0003432848
3120303,7120302,0.0003946414
3320301,7120302,1.72956e-05
12120103,7120302,0.0005950465
10220302,7120302,0.0005075618
2320102,7120302,0.0001950196
6220101,7120302,0.000823538
3320205,7120302,0.000226914
8120205,7120302,0.0045761482
8120104,7120302,1.24512e-05
1130123,7120302,0.0009561319
6120102,7120302,0.0005525935
7320405,7120302,0.0005924104
8220404,7120302,0.0001165789
1430115,7120302,0.0006548931
1230125,7120302,0.0006766409
1130142,7120302,0.0008790014
2120402,7120302,0.0010816719
12420202,7120302,0.0006598907
7120301,7120302,0.0044577633
8320204,7120302,1.09183e-05
11320103,7120302,0.000454536
1230133,7120302,0.0012566133
12420101,7120302,5.09684e-05
1320102,7120302,0.0012784098
8320304,7120302,3.08262e-05
6120203,7120302,0.0013172155
3120304,7120302,0.0002788966
3320203,7120302,5.35719e-05
1230124,7120302,0.0012649815
13320203,7120302,0.0008402341
1130122,7120302,0.000850831
9220301,7120302,0.000269449
9220104,7120302,0.0009002159
4120203,7120302,0.0002061108
8220301,7120302,3.53001e-05
8120107,7120302,7.61797e-05
9120303,7120302,0.0004339308
10220303,7120302,9.19213e-05
8220304,7120302,1.7411e-05
2220202,7120302,0.0005176231
8320103,7120302,1.62908e-05
3220102,7120302,0.0001404248
1230111,7120302,0.0008133452
12420201,7120302,0.0005636442
7320401,7120302,0.0008125338
8220103,7120302,7.6546e-06
4220202,7120302,0.0002774641
3320101,7120302,0.000132948
8220303,7120302,1.69028e-05
5220203,7120302,0.0005834751
11120201,7120302,0.0001873951
12120201,7120302,0.0001926754
8220405,7120302,3.9248e-06
8320101,7120302,0.0004532102
8120101,7120302,6.7085e-05
14320302,7120302,0.001693427
7320403,7120302,0.0004242973
6120103,7120302,0.0011961527
11220103,7120302,8.78716e-05
11120203,7120302,0.000261506
5320102,7120302,4.80654e-05
5120301,7120302,0.000253886
1130134,7120302,0.0012701085
9120402,7120302,0.0011010408
9120201,7120302,0.001256651
6220102,7120302,0.0006618282
1130124,7120302,0.0011954785
10220301,7120302,0.0007081411
7230122,7120302,0.0029392747
1130112,7120302,0.0016212284
9220202,7120302,0.0567326669
1230122,7120302,0.0006233903
13120102,7120302,0.0003135316
1230126,7120302,0.0007341783
7120201,7120302,0.0049220231
9120102,7120302,0.0013887601
5220301,7120302,0.0001816929
5320401,7120302,1.99042e-05
1130121,7120302,0.0011969303
5120202,7120302,5.75859e-05
1430112,7120302,0.0008200869
1230121,7120302,0.0005273382
4120201,7120302,0.0005081639
1130113,7120302,0.0020526414
10220304,7120302,0.0002658077
2120403,7120302,0.0002166004
9320202,7120302,0.0012791855
1330112,7120302,0.0030861394
14220203,7120302,0.0003447138
1320103,7120302,0.0006466113
1230134,7120302,0.001068776
1230131,7120302,0.0014129598
8320302,7120302,4.31923e-05
10220104,7120302,0.000297463
7230121,7120302,0.0015237698
4220402,7120302,0.0005322365
6320204,7120302,5.05344e-05
1230113,7120302,0.0007307866
4120102,7120302,0.0001817703
11220101,7120302,8.19365e-05
8120105,7120302,0.0002653947
1130115,7120302,0.0010937751
7220203,7120302,0.0013342703
4320103,7120302,0.000194996
7120101,7120302,0.0020187707
4220103,7120302,3.75649e-05
8120305,7120302,0.0001423252
1130143,7120302,0.0008013739
14120102,7120302,7.94981e-05
6320202,7120302,4.06124e-05
7220302,7120302,0.0011878499
8220203,7120302,0.0001561075
8320203,7120302,3.11717e-05
12220101,7120302,0.0006541387
12320202,7120302,0.0001677387
7320102,7120302,0.0004523251
7120302,7120302,0.7101753141
5220302,7120302,0.0002520189
7320103,7120302,0.000757614
1320101,7120302,0.0112162799
2320101,7120302,0.0003676604
8220402,7120302,0.0002745779
7220303,7120302,0.0045036708
13320102,7120302,0.0003663749
14320105,7120302,0.0010457798
10220103,7120302,0.000181549
7120203,7120302,0.0024950693
10320101,7120302,6.159e-05
3220201,7120302,4.06756e-05
8220101,7120302,2.73108e-05
4220301,7120302,0.0002525914
7120303,7120302,0.0150896367
5120303,7120302,0.0002640824
1130133,7120302,0.000717098
1230132,7120302,0.001092072
6220205,7120302,0.0005211151
1230123,7120302,0.000745402
10220203,7120302,0.0023670612
8320303,7120302,0.0001469235
7320402,7120302,0.0014528056
4120101,7120302,0.0001662197
12220202,7120302,0.0003955282
11120101,7120302,0.0001917867
9120202,7120302,0.0011992157
10320204,7120302,9.05822e-05
5420104,7120302,0.0005541029
1130132,7120302,0.0009351841
3220204,7120302,0.0004943765
