loc_i,loc_j,coupling force
7320203,7120302,5.84902e-05
3120301,7120302,0.0003251313
6120201,7120302,0.000518037
7320404,7120302,0.0007553886
12220201,7120302,0.0002997155
6220101,7120302,0.0003497656
1230114,7120302,0.0008711086
14320103,7120302,6.65786e-05
14320104,7120302,0.0001034196
7320202,7120302,0.0003736762
9120102,7120302,0.0007533245
2120102,7120302,0.0004191519
5220303,7120302,1.8167e-05
8220202,7120302,2.44454e-05
6220103,7120302,0.0004166886
14220203,7120302,0.0001364361
9320102,7120302,3.97527e-05
12120202,7120302,0.0002486479
4320103,7120302,7.79114e-05
9220104,7120302,0.0007370924
1430112,7120302,0.0006098822
5220102,7120302,0.0003582085
7230111,7120302,0.0017032705
13120101,7120302,0.0002589347
3120303,7120302,0.0003939352
7120203,7120302,0.002784061
3320301,7120302,1.18086e-05
12120103,7120302,0.0010299095
10220302,7120302,0.0001428806
2320102,7120302,6.73656e-05
3320205,7120302,0.0003162218
8120205,7120302,0.0006011542
1130124,7120302,0.0010884053
6120102,7120302,0.0006384666
1230134,7120302,0.0010225839
1430115,7120302,0.0006031762
1130142,7120302,0.0008561305
2120402,7120302,0.0006321668
4120201,7120302,0.000718832
7120301,7120302,0.0050026642
11320103,7120302,0.0001095545
1230133,7120302,0.0012681729
5320202,7120302,0.0001768419
1320102,7120302,0.0013551567
8320304,7120302,4.86488e-05
6120203,7120302,0.0004965442
3320203,7120302,1.10913e-05
1230124,7120302,0.0013347362
8220301,7120302,1.67015e-05
8220401,7120302,6.87732e-05
9220301,7120302,0.0001201728
4120203,7120302,0.0001461373
3320101,7120302,0.0001745126
8120107,7120302,7.75114e-05
9120303,7120302,0.0004201775
11220102,7120302,3.31472e-05
8220304,7120302,0.000185162
2220202,7120302,0.0004940032
8120104,7120302,3.03824e-05
3220102,7120302,0.0005003926
8320103,7120302,0.0001743542
13220201,7120302,9.73841e-05
1230111,7120302,0.0007755152
8220103,7120302,0.0001007799
4220202,7120302,0.0002297342
11120103,7120302,6.02475e-05
8220303,7120302,1.04338e-05
5220203,7120302,0.0002068505
11120201,7120302,9.49444e-05
7120302,7120302,0.7079256326
8220405,7120302,1.1961e-05
8120103,7120302,3.27033e-05
1130143,7120302,0.0007093292
1230121,7120302,0.0005686147
7120303,7120302,0.0177309527
6120103,7120302,0.0004992714
9120302,7120302,0.0006980774
8320203,7120302,1.8299e-05
5320102,7120302,6.70062e-05
5120301,7120302,8.10248e-05
1130134,7120302,0.0007649186
9120402,7120302,0.0009481559
10320302,7120302,7.25548e-05
9120204,7120302,0.0009157559
10220301,7120302,0.0017765704
12220204,7120302,0.0002467803
7230122,7120302,0.0034401084
6120301,7120302,0.0004590537
8220102,7120302,5.28583e-05
3120102,7120302,0.0003280033
5120202,7120302,3.8988e-05
1130113,7120302,0.0014787537
10220304,7120302,0.0003821627
4320102,7120302,7.71184e-05
5220301,7120302,8.99153e-05
12120201,7120302,0.0018360862
13220101,7120302,8.13714e-05
2120204,7120302,8.97475e-05
