loc_i,loc_j,coupling force
2120403,12220101,0.0004309271
7320203,12220101,1.31404e-05
3120301,12220101,6.12807e-05
9320102,12220101,0.0043989248
7320404,12220101,0.0001359482
6220101,12220101,0.0024224195
1230114,12220101,9.66917e-05
14320103,12220101,0.0129941639
14320104,12220101,5.57127e-05
7320202,12220101,2.64436e-05
9120102,12220101,0.0001471544
2120102,12220101,3.16603e-05
5220303,12220101,3.86781e-05
8220202,12220101,6.80478e-05
6220103,12220101,0.0003357672
6120201,12220101,0.0020377986
12120202,12220101,0.0138035217
1130141,12220101,6.96685e-05
8220304,12220101,0.0016771723
6220302,12220101,0.0001461895
5220102,12220101,0.0002519443
7230111,12220101,7.53382e-05
12220201,12220101,0.013191822
7220203,12220101,0.0002287445
3120303,12220101,8.61348e-05
1230124,12220101,0.000269815
3320301,12220101,0.0003015272
12120103,12220101,0.0070135125
10220302,12220101,9.16979e-05
2320102,12220101,3.15341e-05
3320205,12220101,0.0002308974
6120102,12220101,0.0005343111
1230134,12220101,0.0001090459
1430115,12220101,9.05129e-05
1130142,12220101,0.0001078814
8220404,12220101,0.000368205
2120402,12220101,8.84953e-05
4120201,12220101,0.0001307938
7120301,12220101,0.0001566818
10220103,12220101,0.000100162
8320204,12220101,0.0007652607
11320103,12220101,1.59941e-05
1230133,12220101,0.0001902729
8320101,12220101,3.89275e-05
12320202,12220101,0.0005046293
1130113,12220101,5.75951e-05
8320304,12220101,2.27461e-05
6120203,12220101,0.002241313
8120204,12220101,6.44373e-05
2120304,12220101,9.69393e-05
5320101,12220101,0.0001171133
9220301,12220101,0.0006051653
9220104,12220101,0.0001208453
4120203,12220101,5.4264e-05
3120202,12220101,1.19407e-05
1230127,12220101,0.0001111699
3220102,12220101,0.0002242767
8320103,12220101,1.50805e-05
8120104,12220101,2.20167e-05
13220201,12220101,0.0001508376
1230111,12220101,9.8946e-05
7320401,12220101,9.74147e-05
4220202,12220101,1.5194e-05
3320101,12220101,0.0008220509
8220303,12220101,0.0001893889
5220203,12220101,0.0003181549
12120201,12220101,0.0012259073
8220405,12220101,0.0004902905
1130143,12220101,0.0001505159
1230121,12220101,6.86203e-05
6120103,12220101,0.0012756406
9120302,12220101,0.0001684275
8120107,12220101,2.36376e-05
