loc_i,loc_j,coupling force
7320203,7120302,0.0002865589
3120301,7120302,0.0006669948
9320102,7120302,8.36948e-05
7320404,7120302,0.0005048097
12220201,7120302,0.0003446612
1230114,7120302,0.0007803274
14320103,7120302,0.0002377827
14320104,7120302,0.0002445593
8120204,7120302,0.0004553327
9120102,7120302,0.0026019238
5220303,7120302,3.29972e-05
8220202,7120302,3.70169e-05
6220103,7120302,0.0006651734
10220201,7120302,0.0002950534
12120202,7120302,0.0003505777
8220301,7120302,5.18407e-05
14220203,7120302,0.0001897112
4120202,7120302,2.58616e-05
1430111,7120302,0.0005901264
1430112,7120302,0.000512781
12220204,7120302,0.0002065168
7120101,7120302,0.0019380533
10220102,7120302,0.0002752524
7230111,7120302,0.0018314109
8120105,7120302,3.16216e-05
3320301,7120302,1.55079e-05
12120103,7120302,0.0008283339
2120304,7120302,0.0004899158
2320102,7120302,5.15529e-05
6220101,7120302,0.0017745164
3320205,7120302,0.000258587
8120205,7120302,0.0047808617
1130124,7120302,0.0010171378
6120102,7120302,0.0006272805
6320201,7120302,0.0004010933
1430115,7120302,0.0005148992
1230125,7120302,0.0004249321
1130142,7120302,0.000786456
8220303,7120302,7.5578e-06
4120201,7120302,0.0003642294
7120301,7120302,0.0045566579
1230133,7120302,0.001130711
12420101,7120302,9.56251e-05
1320102,7120302,0.0011777647
8320304,7120302,4.1502e-05
6120203,7120302,0.0015485063
3320203,7120302,0.000109893
1230124,7120302,0.0009764554
1230113,7120302,0.000790605
1130133,7120302,0.0005830084
9220104,7120302,0.0007495679
4120203,7120302,0.0001825591
3320101,7120302,0.0003298835
2120103,7120302,0.0008546681
9120303,7120302,0.0009263272
1430113,7120302,0.0010921569
8220304,7120302,0.0001611396
2220202,7120302,0.0006754142
8220103,7120302,0.0001347792
9120401,7120302,0.0024840602
3120201,7120302,0.0004210954
1230111,7120302,0.0006250935
12420201,7120302,0.0005304791
1130144,7120302,0.000496004
4220202,7120302,0.0005749073
11120103,7120302,8.74291e-05
5220203,7120302,0.0005701665
11120201,7120302,0.0002095376
7120302,7120302,0.7027265949
12320103,7120302,0.0009701019
8320101,7120302,0.0001861384
8120101,7120302,0.0001610976
3220204,7120302,0.0006670318
12120101,7120302,0.0004282777
3220102,7120302,8.4371e-06
6120103,7120302,0.0010519043
1230135,7120302,0.001402411
9220103,7120302,0.0012656108
8120107,7120302,7.80092e-05
8320203,7120302,2.62475e-05
5320102,7120302,4.99102e-05
